ID,question,label,answerA,answerB,answerC,answerD,answerE
3GKAWYFRAPR3468FCRE7CFT4K85PDH-2,"In the underground, Rachel rode further on the subway than Sarah because _ gets sick on the ride.",E,Christine,Amy,Megan,Rachel,Sarah
3GKAWYFRAPR3468FCRE7CFT4K85PDH-1,"In the underground, Rachel rode further on the subway than Sarah because _ doesn't get sick on the ride.",D,Cynthia,Lawrence,Sarah,Rachel,Angela
3087LXLJ6MEXE9IRMCU7LEVHOEGF0K-1,Nick decided to share their cheesecake with Lawrence during school lunch because _ was quite full already.,E,Jessica,Megan,Kevin,Lawrence,Nick
3087LXLJ6MEXE9IRMCU7LEVHOEGF0K-2,Nick decided to share their cheesecake with Lawrence during school lunch because _ was quite hungry.,D,Megan,Elena,Nick,Lawrence,Nelson
3ZQA3IO31BPRRBG2HYHXMDN5QOY1OJ-1,"Craig took writing lessons from Logan, even though _ has years of experience in amateur writing.",A,Craig,Dennis,Emily,Logan,woods
3ZQA3IO31BPRRBG2HYHXMDN5QOY1OJ-2,"Craig took writing lessons from Logan, because _ has years of experience in amateur writing.",A,Logan,Megan,Craig,Lawrence,Jason
3HUR21WDDUNBBQ5XUEB2JDP84TAYX8-1,Megan borrowed Betty's new slippers because her feet were cold but _ forgot to give the slippers back.,D,Logan,Betty,Elena,Megan,Jason
3HUR21WDDUNBBQ5XUEB2JDP84TAYX8-2,Megan borrowed Betty's new  slippers because her feet were cold but _ forgot to ask for the slippers back.,E,doll,Craig,Emily,Megan,Betty
3SD15I2WD2SXC8OD469MT6GB38636C-2,"Mary went to go pick up Megan from school, but no one came. _ was missing.",E,Joseph,Carrie,Mary,Jennifer,Megan
3SD15I2WD2SXC8OD469MT6GB38636C-1,"Mary went to go pick up Megan from school, but no one came. _ was worried.",D,Megan,Leslie,Robert,Mary,Matthew
3YGYP13643NCWKEEYB8Z5DTLS4MRNG-2,"Erin asked Sarah to be her agent, since _ was knowledgeable of the ins and outs of the music business.",A,Sarah,Emily,Erin,Megan,Kyle
3ZQX1VYFTD392B0NGJQC1NAD4UGO82-1,Lindsey stopped at an eye clinic so Patricia could get a new eye prescription for glasses since _ could see clearly to drive.,A,Lindsey,Patricia,Logan,Rebecca,Matthew
3ZQX1VYFTD392B0NGJQC1NAD4UGO82-2,Lindsey stopped at an eye clinic so Patricia could get a new eye prescription for glasses since _ couldn't see clearly to drive.,D,Joseph,Rebecca,Robert,Patricia,Lindsey
3KA7IJSNW63AP9AVYVN1HP54M6LBPV-1,Eric was told to drop Justin at school since it was on _ way to work.,D,Carrie,Justin,Kevin,Eric,Craig
3T6SSHJUZHO7PK04B81YMDWELFUIIO-2,Jerry bought his supplements at the grocery store instead of at the gym because they were cheaper at the _ .,B,apartment,grocery store,box,products,gym
3OKP4QVBP2VZTMC4PYXIS576YCCAGJ-1,"While shopping for groceries, Jessica wanted milk, while Victoria wanted beer, _ relented because she likes partying too.",D,Monica,Laura,Victoria,Jessica,Kyle
31D0ZWOD0AX2II1JBW8F7DKQR0S0AL-1,"Cynthia built an intricate city on Minecraft, and Victoria accidentally deleted it which made _ freak out.",E,Samantha,Victoria,Lindsey,Jeffrey,Cynthia
391FPZIE4CKX8RLDF9WRD6V1KEQHU8-2,Erin sent a memorandum to Kayla for their opinion. _ didn't agree with the memorandum they received.,B,Erin,Kayla,Emily,Megan,Rebecca
3YLTXLH3DF4KGMDHYNXX3082HH6HPT-2,"Adam just adopted a new kitten and called Michael to help name it, because _ could always think of perfect names.",B,Adam,Michael,Jason,Amy,Kyle
366FYU4PTGN7LLPZVUKJMGPQQ96KE8-2,"Upon returning from the dentist, Mary informed Maria that fluoride treatments were recommended for her cavities, and _ offered extra money for them.",E,Mary,Patricia,Monica,Elena,Maria
366FYU4PTGN7LLPZVUKJMGPQQ96KE8-1,"Upon returning from the dentist, Mary informed Maria that fluoride treatments were recommended for her cavities, and _ requested extra money for them.",D,Rachel,Maria,Christopher,Mary,Matthew
3KL228NDMX0KZOKXLNM7EHYAWK5GK7-1,"Maria treats and teaches people like Carrie about the value of good health, _ is a doctor.",D,Laura,Carrie,Joel,Maria,Angela
3KL228NDMX0KZOKXLNM7EHYAWK5GK7-2,"Maria treats and teaches people like Carrie about the value of good health, _ is not healthy.",A,Carrie,Maria,Neil,Emily,Matthew
3OQQD2WO8KKSZHILQ5UBI7UO0RZI3A-1,Christine needed to use a moisturizer after taking a shower but not Monica because _ had dry skin.,E,Neil,Sarah,Kenneth,Monica,Christine
3OQQD2WO8KKSZHILQ5UBI7UO0RZI3A-2,Christine needed to use a moisturizer after taking a shower but not Monica because _ had oily skin.,E,Joel,Rachel,Lawrence,Christine,Monica
3EKTG13IZU1GHFZUXSK3EO7EOB2ML2-1,"Michael always carries a cooler with drinks but not Derrick, because _ likes to be hydrated.",A,Michael,Carrie,Derrick,Jessica,Neil
3EKTG13IZU1GHFZUXSK3EO7EOB2ML2-2,"Michael always carries a cooler with drinks but not Derrick, because _ likes to be hot.",D,Brett,Eric,Michael,Derrick,coach
3UQVX1UPFUVS745MIFR0TTP19K420F-1,"Joel suffered from a severe addiction to gambling, and took money from Nelson to gamble. _ was happy to have money for gambling.",A,Joel,Samuel,Logan,Nelson,Mary
3UQVX1UPFUVS745MIFR0TTP19K420F-2,"Joel suffered from a severe addiction to gambling, and took money from Nelson to gamble. _ was angered to lose money to gambling.",A,Nelson,Joel,Michael,Christopher,Eric
3S1L4CQSFX3TFMG9EER0AK7U2HDFAZ-1,Rachel found it easier to communicate with young children than Betty because _ had children of her own.,E,Carrie,Betty,Craig,Brian,Rachel
3S1L4CQSFX3TFMG9EER0AK7U2HDFAZ-2,Rachel found it easier to communicate with young children than Betty because _ did not have children of her own.,E,Rachel,Donald,clay,Emily,Betty
38O9DZ0A641NLFR1K47H2UZRL6H62A-1,"Steven was not able to buy a suit today, but William was. This is because _ didn't have any money.",E,Lawrence,William,Joseph,Christopher,Steven
38O9DZ0A641NLFR1K47H2UZRL6H62A-2,"Steven was not able to buy a suit today, but William was. This is because _ had plenty of money.",E,Steven,Craig,Neil,Jennifer,William
3RWSQDNYLB0352WO9SPSGJ6TNNOFFX-2,"At the gym, Kevin followed Derrick 's lead during the exercise routine. _ was his trainer.",B,Jason,Derrick,Kevin,Aaron,Randy
3RWSQDNYLB0352WO9SPSGJ6TNNOFFX-1,"At the gym, Kevin followed Derrick 's lead during the exercise routine. _ was his student.",E,Jennifer,Ryan,Steven,Derrick,Kevin
32LAQ1JNT9NND0C8F3DGRPYPV71UT9-1,Leslie was seen as arrogant but not Kyle because _ would mention their accomplishments frequently.,B,Aaron,Leslie,Kyle,Brian,Matthew
32LAQ1JNT9NND0C8F3DGRPYPV71UT9-2,Leslie was seen as arrogant but not Kyle because _ would mention their accomplishments rarely.,C,Leslie,Michael,Kyle,coach,Joel
3NKW03WTLOL27D8SDXAMW6W7PSMWQ5-2,"To keep the party going, Samantha stopped Cynthia from drinking because _ was too drunk.",C,Christine,Dennis,Cynthia,Samantha,Craig
3NKW03WTLOL27D8SDXAMW6W7PSMWQ5-1,"To keep the party going, Samantha encouraged Cynthia to keep drinking because _ was too drunk.",D,Cynthia,Angela,Rachel,Samantha,Leslie
3D06DR5225HZLW8Q01VD5AR3UY4MAJ-2,"Robert used their camera to take a picture of Michael, because _ was a good subject.",E,Robert,Robert,William,Ryan,Michael
3D06DR5225HZLW8Q01VD5AR3UY4MAJ-1,"Robert used their camera to take a picture of Michael, because _ was a good photographer.",D,Laura,William,Kevin,Robert,Michael
3X52SWXE0ZJYDCY98F9RC17RNPCWCJ-2,"Eric didn't sleep well the night before, but Jeffrey slept peacefully. The next day, _ was energetic at work.",B,Natalie,Jeffrey,Eric,Leslie,Joseph
3X52SWXE0ZJYDCY98F9RC17RNPCWCJ-1,"Eric didn't sleep well the night before, but Jeffrey slept peacefully. The next day, _ was tired at work.",A,Eric,Ryan,Kevin,Natalie,Jeffrey
3HA5ODM5KAQMBFOTVTIVD64MCI8SVY-2,"Megan can calculate sums in their head but Cynthia needs a calculator, you can say _ has a poor mind for math.",A,Cynthia,Leslie,Megan,Christopher,Kayla
3HA5ODM5KAQMBFOTVTIVD64MCI8SVY-1,"Megan can calculate sums in their head but Cynthia needs a calculator, you can say _ has a keen mind for math.",E,Kayla,Cynthia,Jason,Lawrence,Megan
3ZUE82NE0AZFWYNUHG7MET1Z7CS8F0-2,The veterinarian talked to Nick more frequently than Brett because _ had a healthy pet.,D,Nick,Christopher,Brian,Brett,coach
3ZUE82NE0AZFWYNUHG7MET1Z7CS8F0-1,The veterinarian talked to Nick more frequently than Brett because _ had a sick pet.,E,Eric,Justin,Brett,Rachel,Nick
3P7QK0GJ3TJAF0C52BSS7U4E2Y9Z2U-2,"Justin provided all the power, but Logan used all of it, meaning _ was parasitic.",D,Kyle,Jessica,Justin,Logan,Robert
3PR3LXCWSHDB4EWW60VMCUKQPXZX9X-2,"Kevin left Nick and their parents and started a new life, but _ decided to obey his father.",B,Kevin,Nick,Amy,Megan,Kevin
3PR3LXCWSHDB4EWW60VMCUKQPXZX9X-1,"Kevin left Nick and their parents and started a new life, because _ decided to disobey his father.",C,Samuel,Derrick,Kevin,Jason,Nick
3VJ4PFXFJ35IY4DZ93MZWK8XC38AU7-2,"Tanya is going to London for a week and Mary has already been there, so _ answered a lot of questions.",D,Amy,Emily,William,Mary,Tanya
3EGKVCRQFWQ4YN2WPIJKUGYGLOBYBK-2,Benjamin could make lots of charcoal and sell it unlike Ryan because _ lived in a sparsely wooded area.,D,Benjamin,Amy,Jason,Ryan,Craig
3EGKVCRQFWQ4YN2WPIJKUGYGLOBYBK-1,Benjamin could make lots of charcoal and sell it unlike Ryan because _ lived in a densely wooded area.,C,Robert,Ryan,Benjamin,Eric,Joseph
3M0556243UYFTU957G85OOF3QHKFNN-2,"Even though Victoria had a higher title than Kayla, _ made more in income at the company.",C,Betty,Rebecca,Kayla,Victoria,Megan
3VADEH0UHCV96VRX9H9W7EF4LALPSF-1,"Amy loved budgeting while Monica loathed it, so _ was better off with their money.",E,Dennis,Monica,Donald,Nick,Amy
3VADEH0UHCV96VRX9H9W7EF4LALPSF-2,"Amy loved budgeting while Monica loathed it, so _ was worse off with their money.",A,Monica,Laura,Lawrence,Amy,Amy
3IH9TRB0FBXHVP5ZJ34S2GRJ9VF1IV-1,"Samantha exposed themselves to Jennifer on the bus, so _ felt very excited by the experience.",E,Lawrence,Joseph,Jennifer,Rachel,Samantha
3IH9TRB0FBXHVP5ZJ34S2GRJ9VF1IV-2,"Samantha exposed themselves to Jennifer on the bus, so _ felt very violated by the experience.",D,Rebecca,Logan,Samuel,Jennifer,Samantha
32204AGAADQTXYJPF2JA1PIJ6TRHGE-1,"Matthew, who was rich, and Lawrence who was poor, both wanted to be a volunteer but only _ could afford to.",E,Lawrence,Aaron,Christine,Ryan,Matthew
32204AGAADQTXYJPF2JA1PIJ6TRHGE-2,"Matthew, who was rich, and Lawrence who was poor, both wanted to be a volunteer _ wished he could afford to.",C,Rebecca,Samantha,Lawrence,Matthew,Carrie
37MQ8Z1JQEUAAA206PQ9TNVCRJIY24-2,"Felicia had to spend a lot of time in bed but Sarah did not, because _ was healthy.",A,Sarah,Kyle,Felicia,Natalie,Ryan
3N7PQ0KLI73GJCGZUM4KXSWW8YSE3X-2,"Christine knew that Kayla didn't like roses, but _ didn't mind them in the bouquet.",D,Christine,Cynthia,Samantha,Kayla,Rebecca
3N7PQ0KLI73GJCGZUM4KXSWW8YSE3X-1,"Christine knew that Kayla didn't like roses, so _ asked for none in the bouquet.",D,Benjamin,Matthew,Leslie,Christine,Kayla
3X2LT8FDHYWW198WR3TMAFB7VK5W8V-1,Kayla was better at telemarketing than Jessica because _ was a more confident speaker on the phone.,B,dad,Kayla,Cynthia,Jessica,Betty
3X2LT8FDHYWW198WR3TMAFB7VK5W8V-2,Kayla was better at telemarketing than Jessica because _ was a more shy speaker on the phone.,C,Rachel,Kyle,Jessica,Carrie,Kayla
3N3WJQXELSOQABV1NA1JZFTGI562LA-2,Enjoying a massage at the spa was relaxing for Dennis but not Aaron because _ minded others touch.,D,Kayla,Dennis,Craig,Aaron,Ryan
3N3WJQXELSOQABV1NA1JZFTGI562LA-1,Enjoying a massage at the spa was relaxing for Dennis but not Aaron because _ didn't mind others touch.,E,Brett,Aaron,Eric,Samantha,Dennis
389A2A304QW55MXOF8G656YMKA9C0L-2,Neil offered Dennis a blanket because it was getting cold. Now _ was warm enough.,D,Amy,Donald,Natalie,Dennis,Neil
389A2A304QW55MXOF8G656YMKA9C0L-1,Neil offered Dennis a blanket because it was getting cold. _ was already warm enough.,C,Joel,Dennis,Neil,Natalie,Aaron
3M93N4X8HKLDKKOZE44CAITSCAGSJH-2,Mary asked Christine a lot of questions during the football game because _ knew everything about the game.,E,Samantha,Mary,Craig,William,Christine
3M93N4X8HKLDKKOZE44CAITSCAGSJH-1,Mary asked Christine a lot of questions during the football game because _ knew nothing about the game.,A,Mary,Samuel,Matthew,Christine,Brian
3TFJJUELSHNX771VAX8KWW3TTGT2C4-2,"When Robert discovered Donald knew his password, he changed decided to change it. _ was disappointed.",A,Donald,Michael,Lindsey,Brian,Robert
3TFJJUELSHNX771VAX8KWW3TTGT2C4-1,"When Robert discovered Donald knew his password, he changed decided to change it. _ felt violated.",B,Randy,Robert,Jessica,Donald,Steven
3087LXLJ6OUC8YHY6A67DCJPHN10FK-2,Nick just got his passport that Nelson had asked him to get so _ could take him abroad.,C,William,Nick,Nelson,Lawrence,Brian
3087LXLJ6OUC8YHY6A67DCJPHN10FK-1,Nick just got his passport that Nelson had asked him to get so _ could safely travel abroad.,D,Emily,Laura,Aaron,Nick,Nelson
3XBXDSS888HRBRYYBZMCP5NCVFMLXL-1,Laura but not Felicia needed a new wardrobe because _ got a new job as a salesperson in the mall.,D,Rebecca,Amy,Elena,Laura,Felicia
3EQVJH0T40JI8E6OF46H8A9Z13JTHZ-1,Ian's dog looks better groomed than Eric's because _ did it at a doggy salon.,C,Eric,Ryan,Ian,Eric,Nick
3EQVJH0T40JI8E6OF46H8A9Z13JTHZ-2,Ian's dog looks better groomed than Eric's because _ did it at their own home.,B,Lindsey,Eric,Jessica,Ian,Matthew
3D0LPO3EADD3B6QCDL06SYMOM2EYOH-2,"Emily helps Megan figure out the math homework problems, so _ offers help with English in return.",E,Emily,Lawrence,Jessica,Carrie,Megan
3D0LPO3EADD3B6QCDL06SYMOM2EYOH-1,"Emily helps Megan figure out the math homework problems, but _ asks for help with English in return.",E,Jennifer,Megan,Laura,Jason,Emily
3VGZ74AYTGENM1929CT9Y0XUYJACG8-1,Monica went to Erin's house to use their computer for a paper since _ 's computer was broken.,B,Randy,Monica,Erin,Jason,Jessica
356ZPKYPUHF62H368N1LP0352SQYP5-1,"Nick told Ryan they were having heart attack symptoms, so _ was driven to the hospital immediately.",B,Brian,Nick,Ryan,Jennifer,Joel
356ZPKYPUHF62H368N1LP0352SQYP5-2,"Nick told Ryan they were having heart attack symptoms, so _ drove them to the hospital immediately.",C,Dennis,Steven,Ryan,Nick,Jennifer
3IVEC1GSLPXDQ0P51LPSEH6JMD31JC-2,"Christopher picked their nose in public, but Kenneth didn't. _ always cared what other people thought of them.",E,Craig,Joel,Christopher,Cynthia,Kenneth
3IVEC1GSLPXDQ0P51LPSEH6JMD31JC-1,"Christopher picked their nose in public, but Kenneth didn't. _ never cared what other people thought of them.",C,Dennis,Kenneth,Christopher,Natalie,Lawrence
3R15W654VDR72UXMPLRKVXRJYFXLQS-1,It was always very easy for Kayla to fall asleep but not Cynthia because _ was very relaxed.,E,Cynthia,Natalie,Betty,Craig,Kayla
3R15W654VDR72UXMPLRKVXRJYFXLQS-2,It was always very easy for Kayla to fall asleep but not Cynthia because _ was very agitated.,B,Kayla,Cynthia,Rebecca,Joseph,Christopher
3XBXDSS88AX65GX5VXYCH3BKOMALXZ-1,Logan asked Ian to go to the pet store with him to buy a gecko because he has 2 and _ has never owned one.,D,Jessica,Megan,Mary,Logan,Ian
3XBXDSS88AX65GX5VXYCH3BKOMALXZ-2,Logan asked Ian to go to the pet store with him to buy a gecko because _ has 2 already and he has never owned one.,E,Logan,Ryan,Eric,Elena,Ian
3EPG8DX9LM4NUISTHJ8O61TL2B3P5P-1,"Angela wants to get skinny so they exercise under Carrie's instruction, but _ is a slow learner.",D,Jennifer,Carrie,Jessica,Angela,Patricia
3EPG8DX9LM4NUISTHJ8O61TL2B3P5P-2,"Angela wants to get skinny so they exercise under Carrie's instruction, because _ is a great teacher.",E,Rachel,Matthew,Logan,Angela,Carrie
3WKGUBL7S10F7E9VBMW7KSEMV5G4L6-2,"On a daily basis, Michael always prays, but Hunter sees no need to. _ is an atheist.",C,brown,Michael,Hunter,tiger,Michael
3WKGUBL7S10F7E9VBMW7KSEMV5G4L6-1,"On a daily basis, Michael always prays, but Hunter sees no need to. _ is a Catholic.",E,Hunter,Craig,Natalie,Kevin,Michael
3O2Y2UIUCQSZRZPVQ54P4YAQ29NKFQ-1,It was a good idea to take Angela but not Jessica to the dog park because _ loved dogs.,E,Natalie,Jessica,William,Samantha,Angela
3O2Y2UIUCQSZRZPVQ54P4YAQ29NKFQ-2,It was a good idea to take Angela but not Jessica to the dog park because _ was afraid of dogs.,E,Megan,Angela,Lawrence,Samuel,Jessica
3EQPA8A376APFL9KTUAKY9E4UB5ZJ6-2,Ryan smelled the smoke before Joseph did because _ was sitting farther from the fire.,D,Ryan,Christine,Kenneth,Joseph,Lawrence
3EQPA8A376APFL9KTUAKY9E4UB5ZJ6-1,Ryan smelled the smoke before Joseph did because _ was sitting closer to the fire.,A,Ryan,Joseph,Rachel,Michael,coach
3PKJ68EHDNUOUBAJ3ASD64MQ8JWHJR-1,"After Derrick dropped the phone on the ground, Jason laughed, so the teacher gave _ a sympathetic frown.",B,Brett,Derrick,Steven,Jason,Kyle
3PKJ68EHDNUOUBAJ3ASD64MQ8JWHJR-2,"After Derrick dropped the phone on the ground, Jason laughed, so the teacher gave _ a disapproving frown.",D,brown,Derrick,Monica,Jason,Megan
375VMB7D4LXQH9KIJU0NVGG1S5ADIU-2,The lawyer had to yell at Kenneth but not at Joel because _ was doing everything possible right.,D,Laura,Lindsey,Kyle,Joel,Kenneth
375VMB7D4LXQH9KIJU0NVGG1S5ADIU-1,The lawyer had to yell at Kenneth but not at Joel because _ was doing everything possible wrong.,E,Joel,Cynthia,Joel,Samuel,Kenneth
3VZYA8PITOW5CCP2G0HYZ24441N50F-1,"In a quid pro quo, Elena did both their taxes while Natalie did both their haircuts. _ is an accountant.",C,Ian,Amy,Elena,Logan,Natalie
3VZYA8PITOW5CCP2G0HYZ24441N50F-2,"In a quid pro quo, Elena did both their taxes while Natalie did both their haircuts. _ is a hairstylist.",B,Megan,Natalie,Elena,Christopher,Rebecca
38Z7YZ2SB305CTPG4IU73HZRHB3IQB-1,Michael was chosen to read to Donald because _ had a very loud reading voice.,B,Ryan,Michael,Jennifer,Robert,Donald
38Z7YZ2SB305CTPG4IU73HZRHB3IQB-2,Michael was chosen to read to Donald because _ needed a very loud reading voice.,B,Michael,Donald,Benjamin,Leslie,William
3XAOZ9UYRZPUCNTIWB91BII50AKQ1L-1,Emily felt the beret looked lovely but Victoria felt foolish. _ didn't think you had to be French to wear the hat.,A,Emily,Victoria,Matthew,Amy,Cynthia
34ZTTGSNJXM5GYEWY0CM35YCMDSHQK-2,"Rachel was surprised when Mary leaned in for a kiss, because _ was interested in a relationship.",C,Rachel,Samuel,Mary,Logan,Emily
34ZTTGSNJXM5GYEWY0CM35YCMDSHQK-1,"Rachel was surprised when Mary leaned in for a kiss, because _ wasn't interested in a relationship.",D,Jason,Samuel,Mary,Rachel,Monica
3J9L0X0VDH0WFER6WVZ0AB6JGVSW92-1,"Megan tried to put her panties into Samantha 's laundry load, because _ didn't have enough room in her washing machine.",A,Megan,Betty,Jason,Samantha,Samantha
3J9L0X0VDH0WFER6WVZ0AB6JGVSW92-2,"Megan tried to put her panties into Samantha 's laundry load, but _ didn't have enough room in her washing machine.",D,Donald,Robert,Megan,Samantha,Carrie
3LVTFB9DE5GRG2JLEUU4I5MB7AKQGT-2,"The poker game lasted all night because the boys were having so much fun, despite having to go to school the next morning. They hated the _ .",E,round,class,home team,poker game,next morning
3LVTFB9DE5GRG2JLEUU4I5MB7AKQGT-1,"The poker game lasted all night because the boys were having so much fun, despite having to go to school the next morning. They loved the _ .",D,extra classes,next morning,run,poker game,3 star
3O71U79SRD3IFHTR1ZT4I89IBQ0MSS-1,Carrie asked Samantha for their share of the rent as _ was going to pay the rent.,A,Carrie,Jessica,castle,Samantha,Christopher
3O71U79SRD3IFHTR1ZT4I89IBQ0MSS-2,Carrie asked Samantha for their share of the rent as _ had not paid the rent.,A,Samantha,Carrie,Jennifer,Lindsey,Matthew
3WRAAIUSBJXAF87UE8XMGR7112OXAE-2,"Hunter's cakes cool much more slowly than William's, as a result of _ putting them on the window sill.",E,Brian,Angela,Hunter,Elena,William
3WRAAIUSBJXAF87UE8XMGR7112OXAE-1,"Hunter's cakes cool much more quickly than William's, as a result of _ putting them on the window sill.",C,king,tiger,Hunter,grey,William
3E6L1VR4XWKSSK46O1AOUF586V4F6K-2,Most customs around the world do not tolerate obvious mistakes people make. The _ are are moral.,B,coal,Customs,Mistakes,branch,rail
3E6L1VR4XWKSSK46O1AOUF586V4F6K-1,Most customs around the world do not tolerate obvious mistakes people make. The _ are costly.,E,lot,truth,Customs,relationship,Mistakes
39WICJI5AV6EU77VQ9IXI2XEW2CZ3V-2,"When Lawrence poured the concrete lumpy, Benjamin laughed, so the foreman gave _ an angry look.",A,Benjamin,Samuel,Christopher,Lawrence,Christine
39WICJI5AV6EU77VQ9IXI2XEW2CZ3V-1,"When Lawrence poured the concrete lumpy, Benjamin laughed, so the foreman gave _ a sympathetic look.",B,Ryan,Lawrence,Emily,Benjamin,Aaron
34O39PNDK8MAVBPHVL3QEITRBPMBR9-2,Erin was deathly allergenic to cats but Elena wasn't bothered by them. _ didn't have to leave the party when they found the host had a cat.,A,Elena,William,Rachel,Jason,Erin
3ZVPAMTJWN1RS3YLR9J4NVWG301GR7-2,Brett was able to act in a more proper way during social occasions than Joseph because _ was unfamiliar with the rules of etiquette.,A,Joseph,Benjamin,Kyle,Nelson,Brett
3ZVPAMTJWN1RS3YLR9J4NVWG301GR7-1,Brett was able to act in a more proper way during social occasions than Joseph because _ was familiar with the rules of etiquette.,C,Natalie,Aaron,Brett,Joseph,Jeffrey
37G6BXQPLSZ8QDM1SXGGA0P7I0XEQB-1,Craig agreed to join Ian's bowling team because they needed a good bowler and _ is a professional.,B,Jeffrey,Craig,coach,Ian,Robert
37G6BXQPLSZ8QDM1SXGGA0P7I0XEQB-2,Craig agreed to join Ian's bowling team because they needed a good bowler and _ is a bad bowler.,A,Ian,Craig,Nick,Elena,Angela
3HRWUH63QU08X8H9H6JWAE0HCU9N5J-2,"When Kevin threw his beer at the man, Brian yelled, so the officer gave _ a whimsical glare.",D,Dennis,Amy,Kevin,Brian,Jeffrey
3HRWUH63QU08X8H9H6JWAE0HCU9N5J-1,"When Kevin threw his beer at the man, Brian yelled, so the officer gave _ a mean glare.",C,brown,Amy,Kevin,Kyle,Brian
3UY4PIS8QTZO3FFX0HTKZMB9QGXN19-2,Christopher was very outgoing and so wanted to make a public speech but Michael dreaded it. This is because _ was an introvert..,A,Michael,Ryan,Lawrence,Joseph,Christopher
3UY4PIS8QTZO3FFX0HTKZMB9QGXN19-1,Christopher was very outgoing and so wanted to make a public speech but Michael dreaded it. This is because _ was an extrovert.,A,Christopher,Michael,Eric,Logan,Jennifer
3IVEC1GSLPXDQ0P51LPSEH6JRU11JD-1,"Betty gave the cattle injections while Erin trimmed the wool from the sheep, _ was good with needles.",C,Erin,teddy,Betty,Natalie,Craig
336OE47KI4YUCL49ZW4W2TVF6I6WV0-2,Victoria had to clean their windshield but not Lindsey because _ had a bike for transportation.,A,Lindsey,Leslie,Joseph,Victoria,Christine
3N3WJQXELSOQABV1NA1JZFTGI5NL2A-1,"Benjamin owned a house but Brian rented one, so _ had mortgage payments to deal with.",A,Benjamin,Donald,Brian,Joel,Nelson
3N3WJQXELSOQABV1NA1JZFTGI5NL2A-2,"Benjamin owned a house but Brian rented one, so _ did not have mortgage payments to deal with.",B,Nelson,Brian,Benjamin,Benjamin,Samuel
3Q9SPIIRWL0AKX1BO1D066H3NL1WAP-1,"Tina thought that candles would help cover the smell in her apartment, but her mom recommended using coffee beans. She could leave the _ out while she went to work.",A,coffee beans,apples,candles,sandwich,potatoes
3FULMHZ7OWBZDWRGBYXMK5TBVA6M4Q-1,Mary had more oily hair than Victoria although the scalp of _ was much drier.,B,Amy,Mary,Laura,Victoria,Rachel
3BCRDCM0ODS386WKPC1LASXD9DJ6KE-1,"Elena read a story to Sarah and tucked them in, and _ had work the following morning.",E,Sarah,Megan,Joel,Jason,Elena
3BCRDCM0ODS386WKPC1LASXD9DJ6KE-2,"Elena read a story to Sarah and tucked them in, and _ had preschool the following morning.",A,Sarah,Rebecca,Laura,Elena,Megan
3WYZV0QBFLRUS7BT4K9I30FGE2DXBT-1,"When Linda began to panic, her husband brought her into the bedroom instead of the living room because it was too loud in the _ .",A,living room,trip,bedroom,watch,baby bottle
35U0MRQMUJ57DNW0OC1MT1ULFSZVOW-2,Amy made Patricia go to the outdoors to camp with her because _ is her guardian.,B,Cynthia,Patricia,William,Rebecca,Amy
35U0MRQMUJ57DNW0OC1MT1ULFSZVOW-1,Amy made Patricia go to the outdoors to camp with her because _ likes camping trips.,D,Eric,Joel,Lindsey,Amy,Patricia
3BFF0DJK8ZQMSCJBAWUG4M4A5YGTSK-2,"The recovery was a lot shorter for Natalie than Betty, because _ injury was more severe.",B,Leslie,Betty,Megan,Natalie,Natalie
3BFF0DJK8ZQMSCJBAWUG4M4A5YGTSK-1,"The recovery was a lot longer for Natalie than Betty, because _ injury was more severe.",B,Betty,Natalie,Joseph,Samuel,Kyle
302OLP89DZ5MCAWZNC1Z2EMR0OXCAW-1,"Elena gave Samantha a scrapbook for their birthday, later on _ gave them a cake too.",E,Lawrence,Samantha,Ian,Joel,Elena
302OLP89DZ5MCAWZNC1Z2EMR0OXCAW-2,"Elena gave Samantha a scrapbook for their birthday, later on _ received a cake too.",A,Samantha,Elena,Samuel,Natalie,Jeffrey
3XEDXEGFX3M8UVA5NNL41RNMW9QK0I-1,"Kayla bought a tablet for Rachel for their birthday last Sunday, and _ was thanked for the thoughtful gift.",B,Natalie,Kayla,Emily,Rachel,Cynthia
3XEDXEGFX3M8UVA5NNL41RNMW9QK0I-2,"Kayla bought a tablet for Rachel for their birthday last Sunday, and _ thanked them for the thoughtful gift.",C,Kyle,Eric,Rachel,Kayla,singing
3YO4AH2FPFY9ZN77KQH1PBN3OPAQ04-1,"Because Jennifer was the subordinate and Megan was the boss, _ did menial tasks and was told what to do.",A,Jennifer,Joel,Logan,Elena,Megan
3YO4AH2FPFY9ZN77KQH1PBN3OPAQ04-2,"Because Jennifer was the subordinate and Megan was the boss, _ did supervisor tasks and told others what to do.",B,Mary,Megan,Jennifer,Jennifer,Angela
3JHB4BPSFK7C1SWD0OOUQO0OYLGQ90-1,The bitter coffee was drunk happily by Logan but not William because _ got no sleep the night before.,A,Logan,Michael,Kevin,William,Joseph
3JHB4BPSFK7C1SWD0OOUQO0OYLGQ90-2,The bitter coffee was drunk happily by Logan but not William because _ got plenty of sleep the night before.,E,Logan,Rachel,Cynthia,Laura,William
3HEADTGN2R6P4PNN02UQFUNYE5MRVR-1,Leslie asked his neighbor Samuel to turn the music down because _ was trying to sleep.,B,Christine,Leslie,Samuel,Brian,Steven
