ID,question,option1,option2,label
3NI0WFPPI9E1VGPGLJR3R8I4VCE06X-2,Lindsey bonded more quickly with her classmates than Jessica because _ had a rather unfriendly disposition.,Lindsey,Jessica,2
3NSCTNUR2ZL1DPNK82ERO8GHDNUA56-1,Emily had a much higher credit score than Maria because _ always paid her bills on time.,Emily,Maria,1
3X4Q1O9UBHK52XV46EY6NNEITAY7OM-2,Felicia likes the air conditioning setting much lower than Christine because _ is always freezing.,Felicia,Christine,2
3M0556243SI0Z5AYNIW5WQRUW5QNFY-1,"Samantha loves to climb trees, while Megan is at the office, so _ is a child.",Samantha,Megan,1
3P7QK0GJ3VZP9PBCM94SZSSMQMHZ2L-1,Leslie was a worse soccer player than Kyle because _ was the slowest runner on the team.,Leslie,Kyle,1
32W3UF2EZOJ7ALGIEBR8PB0R8D4C4M-1,"Refraining from drinking was easy for Kyle but not Eric, as _ never enjoyed the taste of alcohol.",Kyle,Eric,1
3JMQI2OLFZ331LW2WC1F8QO9KS9NDM-2,Rebecca asked Kayla to turn the lights out but _ did not want to go to sleep.,Rebecca,Kayla,2
3WRAAIUSBLDP9X61Y69M8PV9UE9AXC-2,"Sarah was afraid of the moon, so Christine wrote her a story about how the moon is helpful. _ hoped she wouldn't be afraid of the moon after reading it.",Sarah,Christine,2
3087LXLJ6MEXE9IRMCU7LEVHOCFF0F-1,Tanya's eyebrows are much thinner than Cynthia's are because _ styles them a lot more.,Tanya,Cynthia,1
3S4TINXCC217YYX13TMMKNOM022BO0-1,"Rebecca listened as Lindsey explained the properties of several crystals in the shop, and then _ bought one.",Rebecca,Lindsey,1
3RIHDBQ1NEWEVJG46755MWE77TVHMQ-1,Joel was hired to decorate the apartment for Christopher because _ was an expert in the field of decorating.,Joel,Christopher,1
3M47JKRKCZFY7UTQ0LGICLCV9V968V-1,She wanted to sew a shirt from silk she bought and a jacket in denim from old jeans so the _ was recycled.,denim,silk,1
3YZ7A3YHR77K7A8L90CI16YWOEW5S8-2,John's certification was less important that Jim's degree because the _ was from a major University.,certification,degree,2
3IJ95K7NDXA6D56TY22NEBR6XMRGNV-2,The lifeguard gave a towel to Lindsey instead of Sarah since _ was already dry.,Lindsey,Sarah,2
37J05LC5AXH7IV5HHE9NFJ7SGQ7DJG-2,Adam turned on his computer to work on a plan for surprising Matthew because _ has a birthday coming up.,Adam,Matthew,2
3LN50BUKPXP1W7VE96OVNQPHMLOLPU-1,"The refrigerator was acting up again, so we called a technician to repair the part.  The _ was fine when he showed up.",refrigerator,part,1
3I4E7AFQ2MDTT90LN2L2CLDN9FJJTA-2,Learning to ride a skateboard was easier for Joseph than Derrick because _ did not have one when younger.,Joseph,Derrick,2
3EAWOID6MTVMA64HMRZB30Y3HPJV06-1,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.",Maria,Megan,1
3PCPFX4U4240WRMXN80MSIA8WZ6FQO-2,"My mom always had training at the house, but not today because the _ was unavailable.",training,house,2
3R6RZGK0XFAJ7102UZAKVSSNOIJYVM-2,Patricia but not Felicia spent a lot of time in the bathroom because _ did not have to put on makeup.,Patricia,Felicia,2
3X55NP42EQUKG35P30KVR4V1NB3P3H-1,"Jeffrey tried to scrub the stain out of the wood with a cloth, but the _ was just too messy.",wood,cloth,1
3G5RUKN2EC1RYVJLKWWDMU5JT5PN9W-2,Carrie went to the vet more often than Rebecca because _ had less puppies in their care.,Carrie,Rebecca,2
356TQKY9XFV2H58OZX9AQ1OIE4D780-2,"The farmer tried to repair the worn down farm fence with new paint and wood, but the _ had termites.",paint,wood,2
3UAU495MIIQ70870JMRHXFS21JJUOV-1,The application was running slow on my phone but not my tablet because the _ was old.,phone,tablet,1
39XCQ6V3K0IFKCAO2N9F01247YV652-2,"After Jessica found the injured squirrel she decided to put it in a cage instead of a shoe box, because the _ was smaller.",cage,shoe box,2
39O6Z4JLX4B91L9Z910I4C9NHS7VX7-2,The supplies were moved away from the homes and into the camps because the _ were running a surplus on them.,camps,homes,2
30EV7DWJTX9DM0K8DPECBY0X2AC6Y9-1,"The shoe store had two big sellers, sneakers and pumps, but since it was track season, the _ were selling out faster.",sneakers,pumps,1
39N6W9XWRF1FJT9EP2NYNPDMV85YGW-1,My mom's hair was a lot lighter than my friends wig because the _ was dyed light.,hair,wig,1
3WKGUBL7SZK0DPAOROK7SUQE2HQL49-1,"Samuel shied away from the tough conversations that Kevin embraced, because _ had a more assertive personality.",Samuel,Kevin,1
3S829FDFT2Z8DFA6YIOO6SF7RP0XD4-1,Donald was taking medication for pain but Christopher knew it was not because _ had injured his back.,Donald,Christopher,1
3QI9WAYOGSPGQE8ZEJMNTCCVJGGS6V-2,"Amy helped Emily immensely with her disability, as _ had so much help she needed.",Amy,Emily,2
37MQ8Z1JQEUAAA206PQ9TNVCRJIY24-1,"Felicia had to spend a lot of time in bed but Sarah did not, because _ was sickly.",Felicia,Sarah,1
3DTJ4WT8BDD2AGOLVVNT9VD3ZYCZE3-2,I used the toaster and oven to cook dinner.  I tried to clean the _ but it was too hot.,toaster,oven,2
33N1S8XHHOZIK4TG354EU9IHYJA1ZJ-1,"Jeremy went to put the fishing line thread through the hook, but struggled with it because the _ was thick.",thread,hook,1
362E9TQF2J4TTTU9LK1V11JY60GGI4-2,"The ventilation in the city was more polluted than the air in the forest, because the _ was clean.",ventilation,air,2
3VIVIU06FMQTL3QVWNZQE63U0EWMI2-1,Tanya was having more trouble producing breastmilk than Betty so the baby of _ was thinner.,Tanya,Betty,1
3M4KL7H8KX1GWU951073XBPMTC661K-2,"Tanya was really mad at Mary and tried to ignore her, because _ hurt her.",Tanya,Mary,2
31D0ZWOD0CDHC70QVUKFZB8ZMC70A4-2,I bought a car instead of a truck because I wanted a car with good fuel efficiency and the _ was better for that.,truck,car,2
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was bigger.",Nelson,Justin,2
3S8APUMBJZXDSLK84Q3WXTF88N0FBF-1,"Patricia performed exercise more frequently than Maria, and _ was constantly in the gym working out.",Patricia,Maria,1
3X0EMNLXER34SC78NAQ1AZNJDPNVPW-2,"Steven knocked on Williams door because he wanted to play shuffleboard today, but nobody was around.  _ was at church.",Steven,William,2
363A7XIFV60X5816YR84K4YPGB8VAL-2,"Applicants at the university had much lower reading scores than those at the college, as the _ students were a bit brighter.",university,college,2
3MXX6RQ9EXJ5YZOT3EPE19N60ZTP45-1,I refused to stop wearing my old hat even though there were holes in it because the _ gave it character.,holes,hat,1
3E24UO25QZOMYXHZN4TEH9EMTFD6OC-1,Felicia had a broken headlight on their car but Betty had a broken taillight. _ bought a headlight at the auto store.,Felicia,Betty,1
3BC9H1KCYWQBGFZE47RG9SZ9OZ8YWB-1,The parent of Neil looked sternly at Donald because _ had seen the child nearly get run over in the street.,Neil,Donald,1
3IKMEYR0LY9UKUCQM81ICD49MF02K2-2,"The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ drove the car to the tailor shop.",Megan,Patricia,2
3UYRNV2KIVD6EFZIZ22ZEWYG2818NG-1,Laura was cycling well ahead of Erin since _ was riding quite quickly down the road.,Laura,Erin,1
382GHPVPHU5YRAJ65GS7O6K6XIB34F-1,"In order to increase the strength of his brain, Mitch decided to take up painting rather than reading, because the _ was difficult for his eyes.",reading,painting,1
329E6HTMSYGJ5C89Q8FNVN91SPRK3E-1,The man decided to leave the carpet on the floor because the _ was too old.,floor,carpet,1
31KPKEKW4CRMVH5I18KBUMS53QI0BG-2,Christopher tried a new recipe and asked Kenneth how  liked it. _ thought it tasted good.,Christopher,Kenneth,2
39XCQ6V3KY20QNBHIPXF83EVH3965F-2,Nick was preparing for the job interview and took out the suit but didn't use the jacket because the _ was casual.,suit,jacket,2
3WGZLY9VCJ0XS385A8OWIRMMO6U8DX-1,Kevin's swamp Hibiscus was thriving whereas Matthew's wasn't because _ had a sunny boggy spot outdoors for it.,Kevin,Matthew,1
3FULMHZ7OWBZDWRGBYXMK5TBVKS4ME-2,The Ukulele is being taught to Matthew by Justin in class. _ must be the person teaching.,Matthew,Justin,2
30UZJB2POHA1T4OZZNZH102B78S53L-2,"When the boy threw his fishing line, hook, bobber and sinker into the water it went right to the bottom because the _ was too light.",sinker,bobber,2
3WGZLY9VCHKIYE9YQACWQTYEVUL8DO-2,"Steven made sure to eat dinner, but Derrick didn't have time, so as a result _ didn't get drunk at the party.",Steven,Derrick,2
3P888QFVX3SF8F0J2D7CNEVDYXFOQK-1,Mary only wore stripes to work and not plaids because the _ made her look sloppy.,plaids,stripes,1
3EKZL9T8YA0GGM3KDGNRBYX36NDCHH-1,Carrie ate a lot more food with sugar than Rebecca because _ has no known health problems.,Carrie,Rebecca,1
311HQEI8RUUWVQ8ISLLNVJ9U1GEZ74-2,It costed more to repair the car of Leslie than it did the car of Derrick although _ had more services done.,Leslie,Derrick,2
3G3AJKPCXLQKDOHNA39XM2SABYN4YH-2,"Rebecca was aware Tanya had been diagnosed with diabetes, so _ did not eat the cake.",Rebecca,Tanya,2
34R0BODSP1X4324WO7GDKR68Y3XE5C-2,Cynthia asked Christine tips for dealing with osteoarthritis since they knew _ just went to see their doctor for the same problem.,Cynthia,Christine,2
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to judge.",Christine,Samantha,2
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,Only the bag got melted and not the wood when they were inside the flame. The _ is hard.,wood,bag,1
3X55NP42EOE5ME6IJ28VZ67STVH3PY-1,Donald writes the numerous great speeches for William because _ 's job is speech writer.,Donald,William,1
30EV7DWJTVTYSBL1TR2CJ0COC916YL-1,"Carrie worked for a great company compared to Samantha, therefore _ received a lot more benefits.",Carrie,Samantha,1
3FTID4TN8LWGBWO8GV8E8JULXMALYN-1,"A boat ride sounded romantic to Kenneth but not Aaron, as _ loved being out at sea.",Kenneth,Aaron,1
3MD8CKRQZZL1J5OMZF47K8OWQCURJX-1,"Dennis wanted to teach biology, but Lawrence thought he should teach chemistry so _ relented and taught chemistry.",Dennis,Lawrence,1
3H1C3QRA03X4WCCINFFLQV0QEVICEA-1,Matthew was behind Adam during the bike race because _ was very slow at pedaling.,Matthew,Adam,1
3NRZ1LDP7W4677DB493437C7D6UPZW-1,"The cabinets provide more shelf space than the closets, because the _ are quite diminutive.",closets,cabinets,1
3XJOUITW8W5AFW4YIS5B9MP8LUWTQW-1,The woman could not find the emerald in the drawer because the _ was so small.,emerald,drawer,1
3SMIWMMK63JUZ6F9U6UR67TXUPZWU9-2,Kayla fit into a size six shoe while Tanya did not because _ has large feet.,Kayla,Tanya,2
3P4ZBJFX2XH5GOIJZHZSK7STISFWFH-2,"Angela is choosing a skin toner and needs an advice from Monica, because _ has a lot of experience.",Angela,Monica,2
3MIVREZQVJCBCDEBOJRJ8V2C2N2QKW-2,Brian needed to use the toilet more urgently than Leslie because _ had drank less water.,Brian,Leslie,2
3H1C3QRA03X4WCCINFFLQV0QELWEC6-1,"Maria gave birth to Katrina, so after the process was over, _ was a brand new mother.",Maria,Katrina,1
3NZ1E5QA61FLQORJYEQNBHOWK1Q5B9-1,It was easier to get a job at the diner than at the firm because the _ had more openings.,diner,firm,1
3D3B8GE892PR1GVY0B95QJAETPU9PS-2,Kenneth can make their dollar go further than Ian because _ never learned how to be very cheap.,Kenneth,Ian,2
3EHIMLB7F7XZAUE0C6VMHEDCS9QH8X-1,"Craig had never learned handwriting in school but Michael had learned beautiful script so, _ always typed all their correspondence.",Craig,Michael,1
329E6HTMSYGJ5C89Q8FNVN91SR4K3V-1,Felicia was smelly and avoided by many people but not Victoria because _ had a pungent body aroma.,Felicia,Victoria,1
3RKHNXPHGWUOAHMLLUZOQYBTCWKUKH-2,Aaron was a real homebody but Hunter was a social butterfly. _ usually went to the club every weekend.,Aaron,Hunter,2
3JTPR5MTZSA7P2W6KTRGIMJDDDHK5B-1,Robert was a very well regarded professor but Lawrence was not. _ was able to make tenure at their university.,Robert,Lawrence,1
3IKMEYR0LWTFQ5DJ2APIKFG1T7AK22-2,Benjamin has whiter teeth than Jason because _ does not use a toothpaste with baking soda in it.,Benjamin,Jason,2
39WICJI5ATQZ0I8O6B6XQ4963XJZ3G-1,"Kenneth downloads info using his computer while Logan uses a tablet, _ used his computer to download an excel file.",Kenneth,Logan,1
386659BNTLF6OUOJFDFMWCRNN1H10J-1,Jennifer got about with a seeing-eye dog but Mary did not because _ was blind.,Jennifer,Mary,1
3R6RZGK0XFAJ7102UZAKVSSNT0GVYL-1,The volunteers for the kids' organization were asking for donations of clothing items over books because there is a shortage of the _ .,clothing items,books,1
3CIS7GGG65HLOHUBP8OLS3YOXIYEUY-1,Ben kept his relationship stable by telling the truth and buying his girlfriend a present. He found that the _ was more impactful.,truth,present,1
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,The man paid cash for the phone but purchased the tablet with credit because the _ was pricy.,Phone,Tablet,2
3OID399FXG5RDTJLYOI20LF0NKKDF9-2,"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much slower.",Monica,Victoria,2
3O2Y2UIUCQSZRZPVQ54P4YAQ2DJKFU-2,Keeping to a daily routine was easier for Monica than Victoria because _ had very little self discipline.,Monica,Victoria,2
3E9VAUV7BWCZFDX4J4JOZ5EA3CFYAQ-2,Randy had dental implants but Benjamin didn't so _ didn't have to stick to eating soft food.,Randy,Benjamin,2
36KM3FWE3TQZT52SOR8VPK68JYR07N-2,The slime in Tara’s hair had gotten stuck so easily because the _ is coarse.,slime,hair,2
3KA7IJSNW8JPJY92ITZ19NTDBO8PB6-2,"The wildlife photographer wanted to capture a wolf, and bought a new camera to replace his old camera because the _ was worse.",new camera,old camera,2
36JW4WBR08YNJYNU4IDSJ4I63O2HF6-2,"Michael was on a diet, but cheated by eating junk food with Christopher. _ felt bad for ruining his plan.",Michael,Christopher,2
3YGYP136417X2VF7EDWZDF5D4AZRNY-2,We like to dance the tango more than the waltz since the _ is less fun.,tango,waltz,2
3DFYDSXB2YE8TMFAN7BCHHZOQIUUJQ-2,In the summer it can be tough to maintain the water in the swimming pool. Sometimes the _ gets dirty and needs treating with chemicals.,swimming pool,water,2
3AC6MFV69MWTOFEU5U7ZMWYPHFGZH8-2,"The colors showed up clearly on the TV, but were faded on the computer, because the _ was higher quality.",computer,TV,2
3YGYP136417X2VF7EDWZDF5D4AQNRL-1,There was fog in the morning that cleared to bright sun. Tara was happy because she found the _ made driving difficult.,fog,sun,1
307L9TDWJYQ5JTU53NV3VH2XTEN3N5-1,Christopher felt more comfortable around women than Kenneth. so _ was considered to be smoother.,Christopher,Kenneth,1
3W9XHF7WGM9O4T635NLED0DZMK9KTS-1,"The woman enrolled her puppy in training classes to get him to walk on a leash, because the _ came highly recommended.",classes,leash,1
3RBI0I35XE1ZVSYJAP4ECX042I5Y3D-1,Neil requested that Christopher change the water in the fish tank because _ is at school.,Neil,Christopher,1
35F6NGNVMAX09EZJMTW59V8DG09T7V-1,I smelled the cookies and wondered if mom was making oatmeal or chocolate chip.  I smelled cinnamon so I ran down to get the _ cookies.,oatmeal,chocolate chip,1
33EEIIWHK75AYZ9G3PTQI6PLPBVVQD-1,"The workshop was attended by Emily, and Elena was the speaker, because _ is a student.",Emily,Elena,1
3QMELQS6Y7P4PZ8MZUMI327ZXD76RT-1,"Josh wanted to get rid of his wrinkles and dark circles under his eyes, and he felt the _ could be helped by getting more sleep.",dark circles,wrinkles,1
3HJ1EVZS2QX5SGL4GSOKWZVGOV7R3V-1,James managed to put the file into the crack because the _ is wide enough.,crack,file,1
3O71U79SRBN3LSUKH1H4QAL9LKHSMS-1,"John hated his work this year compared to his job last year, because the _ was horrible.",work,job,1
3XABXM4AJ3JRHCCAFUUGIQTL7JNQ8K-2,The computer of Victoria ran slower than that of Carrie because _ downloaded less files.,Victoria,Carrie,2
3P888QFVX3SF8F0J2D7CNEVDTGOQOS-1,"Matthew was a good student in high school, but Ryan was not, because _ studied hard on weekends.",Matthew,Ryan,1
33KMQD9OFLSDBG2C9QT44ZGWSL077I-2,"The girl brougt a raquet but no ball to tennis practice, because the _ was provided.",raquet,ball,2
3OZ4VAIBEXDTCC538Z9HL5DZGZVVJL-2,"Erin showed Felicia how to set up their router, as _ had little knowledge of networks and networking.",Erin,Felicia,2
36U4VBVNQQRPRAYNVCKLJ8LG11OURP-1,"Justin was not afraid to fight Leslie in the boxing ring, even though _ was much smaller.",Justin,Leslie,1
3ACRLU860NC6SIL5PH7QND608YTEBL-2,Justin stood in front of Benjamin which completely hid them from view behind them since _ was narrower.,Justin,Benjamin,2
3LXX8KJXPYNOA5I4598QTHTWCIHO9H-1,The sound of the foot was clearly audible from the street because the _ is quiet.,street,sound,1
3G5RUKN2EEH6SKIS4U8DESTSNJPN93-1,Carrie wanted Sarah to get a new phone for _ believed anything not the latest update unacceptable.,Carrie,Sarah,1
3GV1I4SEO9NESCE2ACDMPSASYBN6LC-2,"Becoming a cinematographer was a dream for Amy but not Tanya, as _ had always been partially blind.",Amy,Tanya,2
38LRF35D5LUIEJEE0O7P9CUR1F53UW-2,"Although Jessica was a better cook than Victoria, _ could always make decent cocktail drinks to save their life.",Jessica,Victoria,2
3H781YYV6TG6O4FMP3YBN7CME6LET5-2,"The outbreak reached the city before the country, because the _ was farther from ground zero.",city,country,2
391JB9X4Z0MKRYGJWQK2RMI7SG8MKW-2,If only James could pour some more water into the aquarium then it will be to a habitable level for the fish. The _ is large.,water,aquarium,2
3A520CCNWPEG3XFK31JUK0A3GCWEAH-1,John applied some pressure on the pimple but it did not burst. It seems the _ is hard.,pimple,pressure,1
3AC6MFV69KGEUQFNLWVZUYAGM0BZHT-1,Hand painting Christmas ornaments suited Maria but not Felicia because _ paid a lot of attention to detail.,Maria,Felicia,1
3W1K7D6QSDVJX2B852X30LVQKV1BZC-2,The woman cooked the casserole for 30 minutes longer than the pizza because the _ was defrosted.,casserole,pizza,2
3T2EL38U0OYHWDDIN268YPAFZ00QXF-1,Jane knew he will need more banana to feed the children unlike the pineapple that would have been enough. The _ is small.,banana,pineapple,1
3J06WJ78HNI2375XPON0OTOTBM2VV6-2,"The doctor told Joel that he needed to quit smoking, whereas William didn't need to, due to _ being a casual smoker.",Joel,William,2
3MA5N0ATTEPGWAAX0SQP0KKYQOWWKJ-2,"Angela ran out of storage space for her vinyl records so she asks Erin to store them, so _ will help her.",Angela,Erin,2
3AC6MFV69KGEUQFNLWVZUYAGMXWZH8-1,Cynthia began crying at the end of a movie. and Victoria laughed loudly so the parents comforted _ .,Cynthia,Victoria,1
3Z56AA6EK6EDSJVUUMQ1H3DPRLO6MB-2,"Her sore threat really bothered her, so she bought cough syrup and honey. The _ tasted lovely.",cough syrup,honey,2
3RSBJ6YZEE4XBF9H8V8I3DF7F0UFOM-2,Elena would grab their inventory in the back of the store for Megan to sell each time because _ was a loyal customer.,Elena,Megan,2
3KVQ0UJWPXJYK2QN97AJ6XD80R5W5C-2,"Steven passionately pursued the affections of Ian, though _ wouldn't agree to go on a date together.",Steven,Ian,2
3HEM8MA6HBQCN4BR1BWR4COBWVJQP4-2,"A tortoise crawled in front of William's car, so Nelson got out of the passenger seat to move it away. _ got back into the car once it was safe.",William,Nelson,2
3UAU495MIIQ70870JMRHXFS2W34UOF-1,Rachel hires Carrie as a tutor for her daughter because _ is a good parent.,Rachel,Carrie,1
33EEIIWHK9LPSO8NNN5QA4DTIJKQVP-2,Samantha tries to avoid being late for work unlike Emily. _ gets up 15 minutes before they have to leave.,Samantha,Emily,2
3N2YPY1GI8C0VLIIEWAQGNOFZH8EVF-2,"The dog food outweighed the drink, hence James decided to add more drink because the _ is lighter.",food,drink,2
3QXFBUZ4ZMUY2KP9F1Q9K479019GUU-1,Eric offered to buy Kyle new sunglasses since  _  sat on them .,Eric,Kyle,1
3Q7TKIAPOVOS7ASO4XX0NW8T9C1LDJ-1,"After the divorce, they went to court to settle the collection as the _ was available.",court,collection,1
3QI9WAYOGSPGQE8ZEJMNTCCVJ17S6S-1,The steak cooked faster than the roast did because the _ was a thinner piece of meat.,steak,roast,1
344M16OZKKTNNG99C5OZ66U3EN8NEU-2,The ball had a lot of room to move around when placed in the box. The _ is big.,ball,box,2
3UOMW19E6FK40TJPCEMIM1UE3SOC5Y-2,Christopher helped Randy to obtain a federal employer identification number because _ is a novice in that area.,Christopher,Randy,2
33W1NHWFYJZJTO5P5OOO0F1DRWHTZR-1,"The mascara that we bought at the local supermarket was cheaper than the concealer, because the _ was from a bad brand.",mascara,concealer,1
3ZZAYRN1I857UKRI3FD7KHU989DOTI-1,Derrick greeted Craig at the event but he did not respond to him because _ is humble.,Derrick,Craig,1
34HEO7RUG885C1KPP73UJ79LT71RAU-2,Laura didn't keep their vagina very clean but Betty did. _ never had an odor about their crotch.,Laura,Betty,2
3RZS0FBRWK8TZE21CVJWS9BMZ6JPC3-2,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very dowdy.,Emily,Rachel,2
3G3AJKPCXN6Z7DGUU1LXE0GJ51UY43-2,"We used red paint in the kitchen but not the den, because it clashed with the furniture in the _ .",kitchen,den,2
3AFT28WXLF02RHC0P523EC4R2ALIO3-2,Using the ab roller was beneficial for Ian but not Dennis because _ gained ten pounds in one month.,Ian,Dennis,2
3JHB4BPSFK7C1SWD0OOUQO0OYLGQ90-1,The bitter coffee was drunk happily by Logan but not William because _ got no sleep the night before.,Logan,William,1
306996CF6YYM26Q0XROB8RBE7FD1B0-2,"Justin attended all of the wild parties without Brett, because _ wanted to be a homebody.",Justin,Brett,2
30UZJB2POJQGNTN6JLBHTYQKWB353C-1,"She preferred to ride a bike over a skateboard, because the _ feels more stable.",bike,skateboard,1
3R868ACW4SA0UUKC1QDH9YYFCHJZGI-1,"Monica had to iron the wrinkles out of their shirt, so Victoria lent them a hand steamer. _ kept forgetting to return the hand steamer.",Monica,Victoria,1
37PGLWGSJVKYVFQSBBMAZTBQBBWKIU-1,"Joel needed William to get a contractor license for their company, so _ helped them fill out the paperwork.",Joel,William,1
33NOQL7T9QD0V4D12QDT9J5QE0BZ8M-2,Monica didn't want to hire a lawyer but Lindsey did because _ is trusting of lawyers.,Monica,Lindsey,2
3P458N04Q3V04UBXLRG727CBI0U2XU-1,Developing good study habits came easier to Neil than Benjamin because _ had a lot of self discipline.,Neil,Benjamin,1
32TMVRKDGPCKS7PCHXN3FNSHCWC844-1,"The jewelry Kayla wore made quite an impression on Rachel although _ is less stylish than she is, usually.",Kayla,Rachel,1
35ZRNT9RUIWN1EUH42VGA622JTGO33-1,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.",Lawrence,Jason,1
3B9XR6P1WG9TXN64NGUHCR7018SJBP-2,Lindsey did not feel the drip that got Jessica wet because _ was under the leaky spot in the roof.,Lindsey,Jessica,2
3B9XR6P1WETE3Y7X3IIHKTJSD6FJB1-1,Joel always needs more practice than Randy for soccer games because _ talents in sports are mediocre.,Joel,Randy,1
3LN50BUKPXP1W7VE96OVNQPINZBPLG-2,I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is harder to kick.,soccer,foot,2
3N7PQ0KLI73GJCGZUM4KXSWW88JE38-2,It took longer for Hunter to install the flooring than it took Benjamin because _ was a carpenter.,Hunter,Benjamin,2
3Y3CZJSZ9KRTC691AD0DJY5RDM7R5A-1,I was unable to store the cake in the container since the _ was too big.,cake,container,1
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-1,"On the playground at school during recess, Monica called Emily a chicken because _ was capable of climbing the ladder.",Monica,Emily,1
3ZURAPD288LXLY39IVY7ZJERYMF1F3-1,"Ben wanted a faster ride to India. His mom booked both a train and plane ride. However, he returned the _ because it was inefficient.",train,plane ride,1
36D1BWBEHPFPAICT7KEYRQWEDQVM27-2,The bike got broken when James rode it with a load on it. The _ is heavy.,bike,load,2
3QGHA0EA0JY09I7WAH1W9JD0AKWWBC-1,Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for apricot season.,Kyle,Matthew,1
3OYHVNTV5VC8R11V96ZFJQ7DPVWOKK-2,"Absent from the orchestra were the violins, although the bassoons were prominent.  The _ were just essential to the music.",violins,bassoons,2
3KG2UQJ0MJMXQU071Y7Z8PV83BPNQQ-2,"After Samantha finished putting nail polish on their daughter's nails, Natalie paid for the service; then _ realized they forgot to leave a tip.",Samantha,Natalie,2
37G6BXQPLSZ8QDM1SXGGA0P8JWFQE0-1,"The rose I got was beautiful so I put it in the window rather than on the table, because others could see it from the _ more clearly.",window,table,1
3O4VWC1GEW49033KOP3B2ALGPE2J3A-1,"Joel sought out a career in the medical field but Christopher took a different route, because _ was ok with the sight of blood.",Joel,Christopher,1
37J05LC5AXH7IV5HHE9NFJ7SBCVJDD-2,The store sold Michael a fake phone but not Eric so _ could still make a call.,Michael,Eric,2
31KPKEKW4CRMVH5I18KBUMS53IZ0BH-2,The board which James used the glue to hold tore apart under the force of the load. The _ is weak.,load,glue,2
3QQUBC64ZECHZR1JNC2R2XR15U8NXK-1,Lindsey has dark lips unlike Elena due to _ forgetting to put on chapsticks at night.,Lindsey,Elena,1
3LXX8KJXPW79GGJXLBWQ1J5OJKY9OB-1,"Kyle had a huge flag that William really wanted, so _ gave it to him.",Kyle,William,1
3KL228NDMVK55ZLQ1PA7MJA283RKGS-1,"Helen was curious about how the ball broke the window, because the _ was soft.",ball,window,1
3E22YV8GG14CQIZS1LSA8K5Y3PJPN6-2,John was eager to put his fish in the new fish tank on a table but the _ was too heavy.,table,tank,2
32TMVRKDGNW5YIQ5XZB3NP48IKI483-1,"The doctor treated Natalie, but refused to see Tanya, because _ has an incredible insurance plan.",Natalie,Tanya,1
35XW21VSVGCJFACZHPGPQX6KLGNSLO-2,The State's courts like to keep their important records electronically. The _ are very cautious.,Records,Courts,2
3X7837UUADW8XMQ27R199DX0Z4N6JK-1,"After the wood play house fell down at the park it was replaced with a metal one, the _ was stable.",metal,wood,1
3EPG8DX9LM4NUISTHJ8O61TL127P5A-1,Mary was helping Patricia's daughter put on makeup because _ watches a lot of makeup tutorials.,Mary,Patricia,1
3GMLHYZ0LEVJUMB2P90FZ6Q4FUDYU7-1,"The company sold a comic featuring a world filled with advanced technology and space travel, where the _ made people desire more.",technology,travel,1
33P2GD6NRP6YZKF85T4PZHACDA8KHK-2,"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically incompetent when breaking.",Emily,Betty,2
39O6Z4JLX2VU7WASP3OICELEMC8VXW-2,Hunter chose to eat a banana for breakfast every morning but Michael did not because _ is unconcerned about their health.,Hunter,Michael,2
3K3IX1W4S6P56Z53SHN5MELYZ1OAP8-2,"To avoid going to the day-long meeting at work, Kayla faked being sick unlike Betty, because _ was a reliable employee.",Kayla,Betty,2
3LB1BGHFL4AJOYVK92M5M8SBMJCYT3-2,Michael convinced Randy that his priceless glass vase was a knockoff because _ is exploitable.,Michael,Randy,2
32ZCLEW0B1YV1H7E6LCI7BCPIWJJPQ-2,"Instead of listening to the radio, Michelle broke the quiet of the room by watching television. The _ worked well.",radio,television,2
3X2LT8FDHYWW198WR3TMAFB7VK5W8V-1,Kayla was better at telemarketing than Jessica because _ was a more confident speaker on the phone.,Kayla,Jessica,1
3D1UCPY6GINZAB68HJIK5I0BYMW38A-2,He went to put his hands inside the mittens to keep warm but the _ were too small for them.,hands,mittens,2
39KV3A5D185K0PNXDVFF7SOJQZVS7Y-2,"Cynthia was proud of Rachel after they were accepted into the prestigious school, because _ had earned their success.",Cynthia,Rachel,2
3RTFSSG7TAKRGGSFLS2QFKXEGP9WLZ-1,"Justin was cured of their disorder after years of therapy from Nelson, which made _ thankful.",Justin,Nelson,1
