ID,question,label,option1,option2
37G6BXQPLQJTWONU8Z4GI21ZPGSEQQ-1,Erin was more ready for the situation than Felicia so _ didn't have to prevent distractions.,1,Erin,Felicia
37G6BXQPLQJTWONU8Z4GI21ZPGSEQQ-2,Erin was more ready for the situation than Felicia so _ needed to prevent distractions.,2,Felicia,Erin
3H781YYV6VWLITET91ABF50V4Z4TE0-1,Patrick took on an assertive attitude instead of a passive one because the _ people always lost.,1,passive,assertive
3H781YYV6VWLITET91ABF50V4Z4TE0-2,Patrick took on an assertive attitude instead of a passive one because the _ people always won.,2,assertive,passive
36FFXPMST9M2VM1GJNKIE03C7D6OHH-2,"Neil brought peanuts to the party but Justin brought balloons, _ was aware of food allergies.",2,Justin,Neil
3DZKABX2ZI364YZXY7SVY104QD5CV3-2,"Nathan tried to improve his credit by paying his loan on time and earning more at his job, but the _ paid little.",2,job,loan
3DZKABX2ZI364YZXY7SVY104QD5CV3-1,"Nathan tried to improve his credit by paying his loan on time and earning more at his job, but the _ had high interest.",1,loan,job
3X52SWXE0ZJYDCY98F9RC17RM8DWCL-2,It took the food ten additional minutes to cook over the flame because the _ is little.,2,flame,food
3X52SWXE0ZJYDCY98F9RC17RM8DWCL-1,It took the food ten additional minutes to cook over the flame because the _ is too much.,1,food,flame
3NFWQRSHVECUPDTC0EJA66IX0B9FGS-2,The sidewalk was made of bricks while the driveway was made of poured concrete. The _ was more smooth to ride on.,2,driveway,sidewalk
3NFWQRSHVECUPDTC0EJA66IX0B9FGS-1,The sidewalk was made of bricks while the driveway was made of poured concrete. The _ was more bumpy to ride on.,1,sidewalk,driveway
3SBNLSTU6U3XIAALZ0C93DVIU9HDZZ-2,"Kayla was having trouble with Bedwetting but Victoria wasn't, so _ bought some silk sheets.",2,Victoria,Kayla
3RDTX9JRT0FHPZQ5ONROIV72N7I79G-2,"To increase his libido, Joe tried to get a gym membership and tried to eat vegan food but the _ was too much.",2,membership,food
3RDTX9JRT0FHPZQ5ONROIV72N7I79G-1,"To increase his libido, Joe tried to get a gym membership and tried to eat vegan food but the _ was not enough.",1,food,membership
3IZPORCT1F75SZTWBF1M8V8HIV3RHW-2,"I had a difficult time with the levels in the game and not the mini games, because the _ were so easy.",2,games,levels
3IZPORCT1F75SZTWBF1M8V8HIV3RHW-1,"I had a difficult time with the levels in the game and not the mini games, because the _ were so hard.",1,levels,games
3RSBJ6YZEE4XBF9H8V8I3DF7FK6OFB-1,The message sent by email arrived after the one sent by text because the _ was delayed.,1,email,text
3RSBJ6YZEE4XBF9H8V8I3DF7FK6OFB-2,The message sent by email arrived after the one sent by text because the _ was immediate.,2,text,email
3PKVGQTFIJY68JIS5DHAMTRSWNZYRK-1,The woman decided to order the steak instead of the pasta because her friend has recommended the _ .,1,steak,pasta
3PKVGQTFIJY68JIS5DHAMTRSWNZYRK-2,The woman decided to order the steak instead of the pasta because her friend has critized the _ .,2,pasta,steak
3WKGUBL7SZK0DPAOROK7SUQE7YO4LT-2,"He had learned how to make art, but didn't know if it was his passion or a job. The _ seemed like a worse outcome.",2,job,passion
3WKGUBL7SZK0DPAOROK7SUQE7YO4LT-1,"He had learned how to make art, but didn't know if it was his passion or a job. The _ seemed like a better outcome.",1,passion,job
37VHPF5VYEHNNB2RACTLYL4437UC8F-2,The soap dispenser was empty so we poured some more soap into it until the _ ran out out.,2,soap,dispenser
37VHPF5VYEHNNB2RACTLYL4437UC8F-1,The soap dispenser was empty so we poured some more soap into it until the _ was full.,1,dispenser,soap
38F60IALAIVMR3ZZ1UBWUGYRA2T0TS-2,Don had more wrinkles on his forehead than on his neck because the skin on the _ was exposed.,2,forehead,neck
38F60IALAIVMR3ZZ1UBWUGYRA2T0TS-1,Don had more wrinkles on his forehead than on his neck because the skin on the _ was covered.,1,neck,forehead
31YWE12TE2Q7QV83R3X2YYTKVCMX77-2,"The man added water to the car, but didn't need to add any oil, because the _ reservoir was full.",2,oil,water
31YWE12TE2Q7QV83R3X2YYTKVCMX77-1,"The man added water to the car, but didn't need to add any oil, because the _ reservoir was low.",1,water,oil
33IXYHIZB5GC45L96OEFMK3W9BL2E9-2,"Rebecca but not Erin needed to use a coccyx cushion, because _ did not experience tailbone pain while sitting.",2,Erin,Rebecca
3H6W48L9F4N2DC86TMJX43IPW2OPW0-1,"When I decorate the house for Halloween, I remove the lamp and replace it with a cauldron. The _ is common.",1,lamp,cauldron
3H6W48L9F4N2DC86TMJX43IPW2OPW0-2,"When I decorate the house for Halloween, I remove the lamp and replace it with a cauldron. The _ is spooky.",2,cauldron,lamp
3P458N04Q3V04UBXLRG727CCJWD2X8-2,The microwave cooked the soup much more faster than the stove because the _ was broken.,2,stove,microwave
3P458N04Q3V04UBXLRG727CCJWD2X8-1,The microwave cooked the soup much more faster than the stove because the _ was more powerful.,1,microwave,stove
3YLPJ8OXXARA78QKP5ZVVM9A3COX4I-1,I was able to easily fit my tables through the the double doors. The _ were quite wide.,1,doors,tables
3YLPJ8OXXARA78QKP5ZVVM9A3COX4I-2,I was able to easily fit my tables through the the double doors. The _ were quite narrow.,2,tables,doors
3LOJFQ4BOZTHN4A6JXLZ8WVEKCXKDG-1,James finished washing with the sponge and had to stuff it in its case because the _ is big.,1,sponge,case
3LOJFQ4BOZTHN4A6JXLZ8WVEKCXKDG-2,James finished washing with the sponge and had to stuff it in its case because the _ is small.,2,case,sponge
329E6HTMSYGJ5C89Q8FNVN91SPRK3E-1,The man decided to leave the carpet on the floor because the _ was too old.,1,floor,carpet
329E6HTMSYGJ5C89Q8FNVN91SPRK3E-2,The man decided to leave the carpet on the floor because the _ was new.,2,carpet,floor
3BA7SXOG1JOCZOS38B7GVIFIA10R8D-1,Tanya took off from work more often than Rebecca because _ suffered from severe headaches more often.,1,Tanya,Rebecca
3MDWE879UJG4RBTV1434NXTY7229B8-2,When it came to eye makeup she took her time with the eyeliner and rushed the mascara so the _ was precise.,2,eyeliner,mascara
3MDWE879UJG4RBTV1434NXTY7229B8-1,When it came to eye makeup she took her time with the eyeliner and rushed the mascara so the _ was sloppy.,1,mascara,eyeliner
3W3RSPVVGU5EOC3AQSNPXWCHWHPLUX-2,"She normally kept her ID and a pocket knife in the car, but when visiting her husband in prison she left the _ behind.",2,knife,ID
37SDSEDINBG308STUF41HPLE04K18M-2,Susan changed her morning walk to the afternoon when she remembered she was free in the _ all week.,2,afternoon,morning
37SDSEDINBG308STUF41HPLE04K18M-1,Susan changed her morning walk to the afternoon when she remembered she was busy in the _ all week.,1,morning,afternoon
3NSCTNUR211G7EMRS0QRG64Q3LJA52-1,The girl poured the powdered milk from the box into the glass of water.  The _ was wet.,1,water,milk
3NSCTNUR211G7EMRS0QRG64Q3LJA52-2,The girl poured the powdered milk from the box into the glass of water. The _ was dry.,2,milk,water
3QHITW7OYQN5005PCSEUEHZGX1GQA5-1,"My meeting with Marina was at eight but my shuttle was coming at nine so the timing was tight. Luckily, the _ started early.",1,meeting,shuttle
3QHITW7OYQN5005PCSEUEHZGX1GQA5-2,"My meeting with Marina was at eight but my shuttle was coming at nine so the timing was tight. Luckily, the _ was late.",2,shuttle,meeting
34O39PNDK66V1MQABNRQMK5JI38BRB-1,Erin had had braces when they were younger but Lindsey had not so _ had very straight teeth.,1,Erin,Lindsey
3MWOYZD5WX29Z7MY6JRVBIOHIPEONZ-1,"While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were crunchy.",1,chips,fruit
3MWOYZD5WX29Z7MY6JRVBIOHIPEONZ-2,"While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were smooth.",2,fruit,chips
3JU8CV4BRLAU83Z420SNN953TZOPOL-1,The man was going to put his boat in the lake but the _ was too shallow.,1,lake,boat
3JU8CV4BRLAU83Z420SNN953TZOPOL-2,The man was going to put his boat in the lake but the _ was too large.,2,boat,lake
3PR3LXCWSHDB4EWW60VMCUKPOGPX9M-2,Kyle will be able to retire a lot earlier than Adam because _ is further behind in their career.,2,Adam,Kyle
3E6L1VR4XY07M93D8ZMOMDTHVRVF6D-1,"At the smoothie bar Victoria decided to buy Erin their first wheatgrass smoothie, because _ thought they were delicious.",1,Victoria,Erin
3E6L1VR4XY07M93D8ZMOMDTHVRVF6D-2,"At the smoothie bar Victoria decided to buy Erin their first wheatgrass smoothie, but _ thought they were gross.",2,Erin,Victoria
30Y6N4AHYPUOGJOUPJIWHATJQ35RDI-2,Henry tried to cut the bamboo in his yard using a trimmer but had difficulty because the _ was too long.,2,bamboo,trimmer
30Y6N4AHYPUOGJOUPJIWHATJQ35RDI-1,Henry tried to cut the bamboo in his yard using a trimmer but had difficulty because the _ was too short.,1,trimmer,bamboo
3XAOZ9UYR1596CSPG9L13G6EVN01QI-2,"The mover was successful getting the dresser out of the house, but not the desk, because the _ was big.",2,desk,dresser
3XAOZ9UYR1596CSPG9L13G6EVN01QI-1,"The mover was successful getting the dresser out of the house, but not the desk, because the _ was small.",1,dresser,desk
3538U0YQ1H88PQGVPXOQFAHWKZL3FI-1,"Victoria couldn't figure out how to motivate Lindsey to exercise every day, but _ knew she would come up with a plan.",1,Victoria,Lindsey
3AQN9REUTHUC79ZNNCMQH4APJPMDYH-2,My mother made tacos today and burritos yesterday for lunch so the _ were older.,2,burritos,tacos
3AQN9REUTHUC79ZNNCMQH4APJPMDYH-1,My mother made tacos today and burritos yesterday for lunch so the _ were fresher.,1,tacos,burritos
3DWNFENNE599COLV81KU4D1VS764JK-2,"No one dared to criticize Maria 's performance, while they felt free to demonize Katrina, as _ was so timid to them.",2,Katrina,Maria
3O2Y2UIUCQSZRZPVQ54P4YAQ7PSFKR-2,"Josie likes reading books, horrors and biographies. Josie likes the _ because of the truths.",2,biographies,horrors
3O2Y2UIUCQSZRZPVQ54P4YAQ7PSFKR-1,"Josie likes reading books, horrors and biographies. Josie likes the _ because of the scares.",1,horrors,biographies
3SMIWMMK63JUZ6F9U6UR67TXTJ0WUX-1,The girl sewed a blanket instead of a mitten because the _ was less complicated.,1,blanket,mitten
3SMIWMMK63JUZ6F9U6UR67TXTJ0WUX-2,The girl sewed a blanket instead of a mitten because the _ was more complicated.,2,mitten,blanket
36KM3FWE3RAKZG3L4TWVXMI0V8L701-2,The dictator gained power of the other country by using tanks rather than the planes because the _ were destroyed.,2,planes,tanks
36KM3FWE3RAKZG3L4TWVXMI0V8L701-1,The dictator gained power of the other country by using tanks rather than the planes because the _ were advanced.,1,tanks,planes
3ZTE0JGGCG6Q83P7HTIHV7U4ICXOCT-1,Tim decided to swap coffee with tea as he has read that tea contributes towards losing weight. The _ is the best option for losing weight.,1,tea,coffee
3ZTE0JGGCG6Q83P7HTIHV7U4ICXOCT-2,Tim decided to swap coffee with tea as he has read that tea contributes towards losing weight. The _ is not so good for losing weight.,2,coffee,tea
35F6NGNVMAX09EZJMTW59V8DG09T7V-1,I smelled the cookies and wondered if mom was making oatmeal or chocolate chip.  I smelled cinnamon so I ran down to get the _ cookies.,1,oatmeal,chocolate chip
3BDORL6HKKBEBRIGPNNLX4B156LRCG-1,"The woman swerved her bike to avoid the stroller but crashed into a wall, the _ was damaged.",1,bike,stroller
3BDORL6HKKBEBRIGPNNLX4B156LRCG-2,"The woman swerved her bike to avoid the stroller but crashed into a wall, the _ was unharmed.",2,stroller,bike
366FYU4PTGN7LLPZVUKJMGPQVPHEKE-1,The job was found when a friend gave him a phone and a bus pass. The _ was older.,1,phone,pass
366FYU4PTGN7LLPZVUKJMGPQVPHEKE-2,The job was found when a friend gave him a phone and a bus pass. The _ was temporary.,2,pass,phone
3LVTFB9DE5GRG2JLEUU4I5MB7C2GQ5-1,Ben went to a restaurant and was stuck between ordering ginger or peppermint tea. He chose the _ because he liked the bitterness.,1,ginger,mint
3LVTFB9DE5GRG2JLEUU4I5MB7C2GQ5-2,Ben went to a restaurant and was stuck between ordering ginger or peppermint tea. He chose the _ because he liked the freshness.,2,mint,ginger
30QQTY5GMMYF9RE8MYMFERUG0SRU7T-2,Jesse was learning to parallel park when he hit the gas pedal so hard he hit the car behind him and got out to check on the _ .,2,car,gas pedal
3CMV9YRYP5F5AWSGETJBQU35D26JLC-2,"Mary sat still while Victoria listened to her chest. The diagnosis was dengue fever, which surprised _ as she hadn't found this in patients.",2,Victoria,Mary
3IHWR4LC7FRE0EOR2MP79O20HJ0I8Q-2,The fact is dating can be difficult if one wants to from friends to couple. People should always be respectful of the _ truth they may want to stay.,2,difficult,fact
3IHWR4LC7FRE0EOR2MP79O20HJ0I8Q-1,The fact is dating can be difficult if one wants to from friends to couple. People should always be respectful of the _ they may want to stay friends.,1,fact,difficult
3AC6MFV69KGEUQFNLWVZUYAGRDIHZD-2,The goat was trying to cross some water but she could only make it past the lake and not the river because the _ was too deep.,2,river,lake
3AC6MFV69KGEUQFNLWVZUYAGRDIHZD-1,The goat was trying to cross some water but she could only make it past the lake and not the river because the _ was shallow.,1,lake,river
3XQ4XW3OD9ADEOQR7JYKB17BFHIS2N-1,"Marilyn was usually a casual dresser, but since the wedding was formal, she knew the _ dress she bought would be inappropriate.",1,casual,formal
3XQ4XW3OD9ADEOQR7JYKB17BFHIS2N-2,"Marilyn was usually a casual dresser, but since the wedding was formal, she knew the _ dress she bought would be appropriate.",2,formal,casual
3XUSYT70IVFFAE32F4BHPCG563B0DO-2,"The damage in Hawaii was worse than the destruction in Japan, because the _ was from a weaker earthquake.",2,destruction,damage
3XUSYT70IVFFAE32F4BHPCG563B0DO-1,"The damage in Hawaii was worse than the destruction in Japan, because the _ was from a stronger earthquake.",1,damage,destruction
3126F2F5F818WCMF8MPRIXBPPZFEP7-2,Jill poured the entire bag of flour into the mixing bowl until the _ was full.,2,bowl,bag
3126F2F5F818WCMF8MPRIXBPPZFEP7-1,Jill poured the entire bag of flour into the mixing bowl until the _ was empty.,1,bag,bowl
3RKHNXPHGWUOAHMLLUZOQYBTHEPUKR-2,Gem went to get new supplies for her hamster and she found snacks and exercise balls She chose the _ because her hamster was skinny.,2,snacks,exercise balls
3FI30CQHVKH2F3SQJZOSBPENMJAB6Z-1,Learn to crochet was something Victoria learned at an early age but not Emily. _ is able to knit a sweater.,1,Victoria,Emily
3WGZLY9VCJ0XS385A8OWIRMMO8J8DQ-2,Carrie had a warehouse job while Felicia had an office job. _ had no issues with their lower back.,2,Felicia,Carrie
3FCO4VKOZ4BJQ6IFC0VAIBK4P5HE78-2,"Spongebob decided between a pineapple and a rock to live under the sea, but the _ was just wrong.",2,rock,pineapple
3FCO4VKOZ4BJQ6IFC0VAIBK4P5HE78-1,"Spongebob decided between a pineapple and a rock to live under the sea, but the _ was just right.",1,pineapple,rock
307L9TDWJ06KDITCNL73NFQ6OVQ3NM-1,"The woman got the blouse instead of the shirt, because the _ was a less fitting size.",1,shirt,blouse
307L9TDWJ06KDITCNL73NFQ6OVQ3NM-2,"The woman got the blouse instead of the shirt, because the _ was a more fitting size.",2,blouse,shirt
3WRAAIUSBLDP9X61Y69M8PVAWI7AXM-1,James was able to get more slices from the cakes than expected. The _ are small.,1,slices,cakes
3WRAAIUSBLDP9X61Y69M8PVAWI7AXM-2,James was able to get more slices from the cakes than expected. The _ are big.,2,cakes,slices
3D42WVSDHA995TDJEIHG54D9TU5FYD-1,"In order to use the washer and dryer for laundry, Steve separated his laundry into dirty and wet, then he filled the _ with dirty laundry.",1,washer,dryer
3D42WVSDHA995TDJEIHG54D9TU5FYD-2,"In order to use the washer and dryer for laundry, Steve separated his laundry into dirty and wet, then he filled the _ with wet laundry.",2,dryer,washer
309D674SHZJRVK1RTQ1VXP6XNL6BCD-2,Joe added the cloves to the dinner instead of the peppers because he liked the way the _ tasted.,2,cloves,peppers
309D674SHZJRVK1RTQ1VXP6XNL6BCD-1,Joe added the cloves to the dinner instead of the peppers because he disliked the way the _ tasted.,1,peppers,cloves
3BVS8WK9Q29X2CMY5Y9H0QS1PADIBN-1,The problem at the conference could not be accurately identified because the _ was complex.,1,problem,conference
3BVS8WK9Q29X2CMY5Y9H0QS1PADIBN-2,The problem at the conference could not be accurately identified because the _ was simple.,2,conference,problem
33TGB4G0LRVUOT5A46033UL1I22TXM-1,"Daphne got herself a cloak and a bodysuit for her Raven costume, and she thought the _ made her look mysterious.",1,cloak,bodysuit
33TGB4G0LRVUOT5A46033UL1I22TXM-2,"Daphne got herself a cloak and a bodysuit for her Raven costume, and she thought the _ made her look skinny.",2,bodysuit,cloak
3D5G8J4N5A2NQF18KTNLNB08EVBTV1-2,"I grilled the steak for too long, but not the chicken breast so the _ ended up dry.",2,steak,chicken breast
35JDMRECC6NHDOSNP1B4GML6DUYGET-1,I tried to clean the pipe with the brush but I couldn't because the _ was too small.,1,pipe,brush
35JDMRECC6NHDOSNP1B4GML6DUYGET-2,I tried to clean the pipe with the brush but I couldn't because the _ was too big.,2,brush,pipe
3S4TINXCC0LS49YUJVAMSP0ECZXBOI-1,Jacob was satisfied with the soda but was unsatisfied with the sherbet because the _ was tasty.,1,soda,sherbet
3S4TINXCC0LS49YUJVAMSP0ECZXBOI-2,Jacob was satisfied with the soda but was unsatisfied with the sherbet because the _ was strange.,2,sherbet,soda
3566S7OX5DHK65O30C0VBR1A0Y771G-1,"I despise the system in place now at college compared to the program at school, because the _ is horrendous.",1,system,program
3566S7OX5DHK65O30C0VBR1A0Y771G-2,"I despise the system in place now at college compared to the program at school, because the _ is simple.",2,program,system
374UMBUHN5NRR6V8TCSGXJCJTQVTC6-2,"I used an ax to chop down a tree, but had to get a bigger ax because the _ was too thick.",2,tree,ax
374UMBUHN5NRR6V8TCSGXJCJTQVTC6-1,"I used an ax to chop down a tree, but had to get a bigger ax because the _ was too small.",1,ax,tree
3R15W654VDR72UXMPLRKVXRJ3TXQLU-1,The film was only playing during the weekday or over the weekend. We went on the _ because everyone was at work and it was less crowded.,1,weekday,weekend
3R15W654VDR72UXMPLRKVXRJ3TXQLU-2,The film was only playing during the weekday or over the weekend. We went on the _ even though everyone was off work and it was more crowded.,2,weekend,weekday
3VJ4PFXFJ5LXSTC6T1YZOIW62YDUAX-2,"Her appointment to get her hair done was at 5:00, but she needed to catch the 4:30 train.  The _ was early, so she arrived with plenty of time.",2,train,appointment
3VJ4PFXFJ5LXSTC6T1YZOIW62YDUAX-1,"Her appointment to get her hair done was at 5:00, but she needed to catch the 4:30 train.  The _ was late, so she arrived with plenty of time.",1,appointment,train
30QQTY5GMKI0F2F120AFMT67BU97UI-2,"In order to have a higher effect, Ben could change the lighting or music. He chose the _ because it was invisible.",2,music,lighting
30QQTY5GMKI0F2F120AFMT67BU97UI-1,"In order to have a higher effect, Ben could change the lighting or music. He chose the _ because it was visible.",1,lighting,music
3TC2K6WK9G0VV4BITLSFUA7A3MG280-2,The barber tried to use the chemical to wash the smell out of the man's hair but the _ was too weak.,2,chemical,smell
3TC2K6WK9G0VV4BITLSFUA7A3MG280-1,The barber tried to use the chemical to wash the smell out of the man's hair but the _ was too strong.,1,smell,chemical
3S829FDFT4FN749DIG0OYQ3GHQ5DX2-1,"Mary purchased new swimwear for her daughter, but did not need to buy shorts, because her daughter had outgrown the _ .",1,swimwear,shorts
3S829FDFT4FN749DIG0OYQ3GHQ5DX2-2,"Mary purchased new swimwear for her daughter, but did not need to buy shorts, because her daughter still fit in the _ .",2,shorts,swimwear
3PKVGQTFIHIREUJLLF5AUV3K8V9YR3-2,"In order to prune the flowers in his garden outside, Ted looked down at his shovel and his shears and picked up the _ .",2,shears,shovel
3PKVGQTFIHIREUJLLF5AUV3K8V9YR3-1,"In order to transplant the flowers in his garden outside, Ted looked down at his shovel and his shears and picked up the _ .",1,shovel,shears
3VGET1QSZ2DS1V3DHY1GWFFCK4J7WB-1,The daughter of Tanya was more embarrassed than Angela's daughter because _ yelled at her in public.,1,Tanya,Angela
3MA5N0ATTEPGWAAX0SQP0KKYQERWKU-1,"I couldn't decide what jewelry to wear, should I go with the emerald or sapphire?  My outfit was blue, so I chose the _ .",1,sapphire,emerald
3MA5N0ATTEPGWAAX0SQP0KKYQERWKU-2,"I couldn't decide what jewelry to wear, should I go with the emerald or sapphire?  My outfit was green, so I chose the _ .",2,emerald,sapphire
3RWB1RTQDL16H0BVFHFRIL3C3KQ8PX-1,James found out some stain on his teeth even after using the brush. The _ is weak.,1,brush,stain
3RWB1RTQDL16H0BVFHFRIL3C3KQ8PX-2,James found out some stain on his teeth even after using the brush. The _ is tough.,2,stain,brush
32TZXEA1ONY2H75RICEO0D59YT414H-2,The man grabbed the rake instead of the broom to knock the ball off of the roof because the _ was shorter.,2,broom,rake
32TZXEA1ONY2H75RICEO0D59YT414H-1,The man grabbed the rake instead of the broom to knock the ball off of the roof because the _ was longer.,1,rake,broom
3QMELQS6Y59PVA9FFWAIB4JR9MM6RJ-2,It took a long time for Mary to heal from her fallout with Tanya as _ was just more resilient.,2,Tanya,Mary
3XAOZ9UYR1596CSPG9L13G6EVMYQ13-1,"The plane had to arrive after the helicopter, so the _ delayed leaving immediately to time the arrivals right.",1,plane,helicopter
3XAOZ9UYR1596CSPG9L13G6EVMYQ13-2,"The plane had to arrive after the helicopter, so the _ was leaving immediately to time the arrivals right.",2,helicopter,plane
3PUV2Q8SV6IGU16CDK869TCOYO6BDI-1,"Adam owns three cats, while Benjamin has none, so it is more likely that _ is the animal lover.",1,Adam,Benjamin
3Y3N5A7N4G70HE6TG79T8W9AXNFYM9-2,Pimples seemed to form more often for Rachel than Felicia because _ kept their face washed.,2,Felicia,Rachel
3BC9H1KCYUAWMQ07K9FGHUB106QYW0-2,Jessica couldn't use a hose to wash her car in the driveway because the _ was too long.,2,driveway,hose
3BC9H1KCYUAWMQ07K9FGHUB106QYW0-1,Jessica couldn't use a hose to wash her car in the driveway because the _ was too short.,1,hose,driveway
31MCUE39BM0E3QCQ0HU8XVH9NJ43GE-2,"While the man modified the height of the bike, the boy rode the tricycle, because the _ was the correct height.",2,tricycle,bike
31MCUE39BM0E3QCQ0HU8XVH9NJ43GE-1,"While the man modified the height of the bike, the boy rode the tricycle, because the _ was the incorrect height.",1,bike,tricycle
3PUV2Q8SV6IGU16CDK869TCOYIGBDG-2,A barn will withstand winter very well but a shed will not because the _ is vulnerable.,2,shed,barn
3PUV2Q8SV6IGU16CDK869TCOYIGBDG-1,A barn will withstand winter very well but a shed will not because the _ is insulated.,1,barn,shed
3EQVJH0T42ZX235VZ2IH08X8V4YHTJ-2,The farmer switched his pig feed from wheat to corn because the _ was more expensive.,2,wheat,corn
3EQVJH0T42ZX235VZ2IH08X8V4YHTJ-1,The farmer switched his pig feed from wheat to corn because the _ was cheaper.,1,corn,wheat
34OWYT6U3YVEEJ717EVL9KXB1RZ9IR-2,The dog was crying with the collar hurting its neck because the _ is small.,2,collar,neck
34OWYT6U3YVEEJ717EVL9KXB1RZ9IR-1,The dog was crying with the collar hurting its neck because the _ is big.,1,neck,collar
3WRKFXQBODLTFKF9FQN181Q2AWDYIQ-2,The retired person opted for the lounging chair in Mexico instead of the hammock as the _ was uncomfortable.,2,hammock,lounging chair
37J05LC5AXH7IV5HHE9NFJ7SGQ7DJG-1,Adam turned on his computer to work on a plan for surprising Matthew because _ is a prankster.,1,Adam,Matthew
36BTXXLZ2V6BGN51W8H3E6ZDDT54RH-1,Jack was going to make a tuna sandwich but ended up eating a tuna salad. After burning the bread the _ was appetizing.,1,salad,sandwich
36BTXXLZ2V6BGN51W8H3E6ZDDT54RH-2,Jack was going to make a tuna sandwich but ended up eating a tuna salad. After burning the bread the _ was unappetizing.,2,sandwich,salad
3G57RS03HJJR2BRNFLXCAOLSQX325Y-2,"When her dog got lost, Maria but up posters at the playground but not the pool because few people go to the _ these days.",2,pool,playground
3G57RS03HJJR2BRNFLXCAOLSQX325Y-1,"When her dog got lost, Maria but up posters at the playground but not the pool because many people go to the _ these days.",1,playground,pool
3ZRKL6Z1EAHIN7X5QWV953PKDFASGU-2,"Liz was making a pizza with tomato sauce, cheese, pepperoni, and basil. The last thing she used was the _ .",2,basil,tomato sauce
37VHPF5VYC18TM3KQEHL6NGWFE8C80-2,The bucket was a better choice than the cup to carry water because the _ held less.,2,cup,bucket
37VHPF5VYC18TM3KQEHL6NGWFE8C80-1,The bucket was a better choice than the cup to carry water because the _ held more.,1,bucket,cup
3Z8UJEJOC1RZOGPIMBOY5EVMJAP93H-1,"The man didn't want to get his rearview mirror replaced before the windshield, since the _ was dirtier.",1,windshield,mirror
3Z8UJEJOC1RZOGPIMBOY5EVMJAP93H-2,"The man didn't want to get his rearview mirror replaced before the windshield, since the _ was cleaner.",2,mirror,windshield
3YO4AH2FPFY9ZN77KQH1PBN4QRW0Q8-1,"The plant withered in the garden but thrived in the field, as the _ had inadequate nutrients for it.",1,garden,field
3YO4AH2FPFY9ZN77KQH1PBN4QRW0Q8-2,"The plant withered in the garden but thrived in the field, as the _ had plentiful nutrients for it.",2,field,garden
386T3MLZLP93TJ7BYW013K24WNM80L-2,"John thought his hand was broken, but it was actually his foot because the _ was straight.",2,hand,foot
386T3MLZLP93TJ7BYW013K24WNM80L-1,"John thought his hand was broken, but it was actually his foot because the _ was bent.",1,foot,hand
3RKHNXPHGWUOAHMLLUZOQYBTHD3KUT-2,All the players involved in playing cards had only two decks. The _ were not enough.,2,Decks,Cards
36GJS3V78X4PO4EF32MVD2YXHAFGJC-2,"I got sap in my hair and had an easy time getting it out, so we had to gently remove the _ off my head.",2,sap,hair
36GJS3V78X4PO4EF32MVD2YXHAFGJC-1,"I got sap in my hair and had a bad time getting it out, so we had to shave the _ off my head.",1,hair,sap
33N1S8XHHOZIK4TG354EU9II0MMZ13-1,"Gavin reads a book before going to bed instead of watching TV, because the _ helps him fall asleep.",1,book,TV
34O39PNDK66V1MQABNRQMK5JI8DRB6-2,Plucking the brow took longer for Elena compared to Katrina because _ had a thin brow.,2,Katrina,Elena
3EN4YVUOUCQLG1AY8EAZ9QAKRU7JXF-2,"Leslie likes iPhones while Justin likes the brand Samsung, _ will not purchase a new iPhone he dislikes the brand.",2,Justin,Leslie
3VMV5CHJZATJ27AKFW0ZF8L7GH3TG4-2,The shoes had more traction on the gym floor than on the grass because the _ was dry.,2,floor,grass
3VMV5CHJZATJ27AKFW0ZF8L7GH3TG4-1,The shoes had more traction on the gym floor than on the grass because the _ was wet.,1,grass,floor
3TX9T2ZCB9ZWRGACGVHZV1K31JYWZQ-1,Katrina likes to keep moving whilst Angela likes to stay still because _ is restless.,1,Katrina,Angela
3AFT28WXLHGHL6B793E36AS0W9WIOR-1,"That afternoon, after he fixed the bike handle with the glue, the _ came loose because it was meant for wood.",1,glue,bike handle
3CIS7GGG65HLOHUBP8OLS3YOXI6EU6-1,"Adam blamed Steven for the poor communication and intel on the battlefield, because _ was not in charge of radio.",1,Adam,Steven
3P6ENY9P7BA7TPPK5QJDM1VZL2FIHV-1,"I put the flowers in vases on the table, but they fell over. The _ were too small.",1,vases,flowers
3P6ENY9P7BA7TPPK5QJDM1VZL2FIHV-2,"I put the flowers in vases on the table, but they fell over. The _ were too big.",2,flowers,vases
3L2OEKSTWBO0QE3W64BAVCWO74EY8W-1,"When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sour.",1,oranges,strawberries
3L2OEKSTWBO0QE3W64BAVCWO74EY8W-2,"When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sweet.",2,strawberries,oranges
39HYCOOPKOJXJ3B2KBMFVBZ9KMMDM8-2,Felicia unexpectedly made fried eggs for breakfast in the morning for Katrina and now _ owes a favor.,2,Katrina,Felicia
39HYCOOPKOJXJ3B2KBMFVBZ9KMMDM8-1,Felicia unexpectedly made fried eggs for breakfast in the morning for Katrina since _ owes a favor.,1,Felicia,Katrina
3ZCC2DXSD9IF5KUEJ894UPKPZAEYYM-1,It was easier for us to pick the apples than the oranges because the _ were lower down in the trees.,1,apples,oranges
