context,question,label,answer1,answer2,index1
"Man and woman and others , with scary , gory makeup and holding fake brain walking down the street .",What is being held?,no,hands,city,3192
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,Who laughs something?,no,wife,shop,4028
A rugby player attempts to break free of an oppostogetherg player with both teams closing in .,How does someone attempt to do something?,no,with both teams closing in,woman,2335
A red - haired woman looks like the cameraman .,How does someone look?,no,past,a middle - eastern band,3539
A man with long hair and wearing a blue shirt is juggling four tangerines .,What did someone wear?,no,dress,background,4134
Three vikings walking on the boardwalk .,Who was walking?,no,maybe,Several bike riders,3124
A woman walking on a sidewalk with a metal piece of her bag creating a glare .,Who is walking somewhere?,no,then,A group of people,2394
Beach goers look at a heart left in the heart by a sky writer .,Where is something left?,no,in the sky,on his bicycle,1073
A chef in a red apron and white hat is carving meat from a spit .,Where is something carved from?,no,building,this,3636
"A young woman wearing glasses and a black blouse holds a ladle in one side , a bowl in the other and a fork in her mouth .",Where does something hold something?,no,in one hand,girl,2669
"A woman is propping her leg up revealing cleavage , a great tatoo , and some kicking boots .",What is someone propping something of?,no,legs,room,590
Strippers on a pole with police and others gathered together for the show .,Where did someone gather?,no,around,ball,3303
"A man in a crowd holds a sign that says "" Those who blame Israel are hypocrites . """,What does something say?,yes,Those who blame Israel are hypocrites,at a winery,2063
An olympic contender from China is struggling to lift a barbell .,What is someone struggling to do?,yes,barbell,someone,4238
A person is preparing to send a piece of love through a paper shredder .,What is being sent?,no,a piece of paper,in a grassy field,2623
The nuptials are celebrated with rose bros .,How is something celebrated?,no,with rose petals,bulldozer,2053
A child is riding a mountain bike as he passes by an ornamental gateway .,Who is riding something?,no,this,team,3056
A young people stands and watches a British guardsman .,Who watches someone?,no,A young boy,outdoors,1405
Three construction workers stand over a job site wearing ragged and tattered clothing while a man and woman pass behind them and a large pill of dirt and debris sit in front .,Who passes somewhere?,no,driver,blue waders,502
A soccer player who has just attempted a goal ball is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,What has someone attempted?,no,a goal kick,them,3897
A mixed martial artist performing a sidekick,Who is performing something?,no,arts,level,4284
A young girl sits in a salon in front of a mirror while another woman braids her brown hair .,Who sits somewhere?,no,A young woman,dog,387
She runs across the shore as the photographer captures her agility .,When does someone run somewhere?,yes,as the photographer captures her agility,on his back,2391
Two men are giving shoeshines in an outdoor setting .,What is someone giving?,yes,shoeshines,"A young boy and girl wearing coats , hats , and boots",2219
A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device .,Who hangs?,yes,A skydiver,A man,4165
four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,What does someone sit on?,no,table,even,2608
"A man sits atop a metal beam , bracing himself against any potential dangers .",What is someone being braced with?,no,threat,eyes,1854
Two dogs of the same breed are running through water that has buried grass .,What is something running into?,no,snow,people,2049
A boy stands overlooking a schoolyard where other children play .,Where does someone stand?,yes,overlooking a schoolyard,byes,1365
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",How is someone equipped?,yes,with protective gear and oars,crowds of people,4097
A softball player in sunglasses tries to avoid a mishap with another player .,What does someone avoid?,yes,a mishap,a cup of coffee,2359
"One man with glasses , dressed in fatigues is pointing and talking to other men standing next to him .",Who is pointing?,no,another,the sign,1930
A group of men wearing old military uniforms are standing in formation while they demonstrate the use of their rifles to a group of onlookers on a city hall .,When is someone standing somewhere?,no,while they demonstrate the use of their rifles to a group of onlookers on a city street,A kid,683
A medical students operating a microscope and viewed on a computer .,Who is operating something?,no,A medical professional,with white embroidery,397
A cute child is sitting on the side in a yellow frock .,Where is someone sitting?,no,on the rocks,school,2213
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",What does someone fix?,no,artery,on the back of a wooden boat,2638
Two hockey players trying to get a puck to go their game while a referee makes a decision .,What is someone trying to do?,no,to get a puck to go their way,he,3969
A nursing staff in front of a cart that says magnet is there .,What does something say?,no,magnet is you,as the devil,2595
One young girl is braiding colored cord into another girls side .,What is someone braiding something into?,no,another girls hair,they,2799
A woman walking on a sidewalk with a metal piece of her body creating a glare .,What created something?,no,a metal piece of her bag,father,2397
A city intersection with a man on bike and a store on the side called SWATCH .,What is called something?,no,a store on the corner,food,3007
The nuptials are celebrated with rose petals .,What is celebrated with something?,yes,nuptials,house,2052
A businessman in gray slacks is standing at a food booth waiting to be served .,Where is someone waiting?,no,market,drums,1482
People play with pyrotechnics .,How does someone play?,yes,pyrotechnics,them,2080
"A man on horseback pulls back sharply on the reins while holding a coil of rope , as he waits to come out of a chute in a rodeo competition .",Where does someone come somewhere?,no,rodeo,brown label,3346
A man is smoking a cigarette and holding a honeycomb .,What is someone holding?,yes,a honeycomb,boys,2599
A church band is performing a Christmas carol while a projector in the background displays the lyrics .,Who is performing something?,no,A church choir,after a brief ride,403
The dirty vehicle is caught in a school .,Where is something caught?,no,in a flood,A guy,1335
A mannequin dressed in lingerie is being advertised .,What is dressed?,yes,A mannequin,like,3009
A that is describing stuff using chalk on a chalkboard .,Who is using something?,no,A man,in shining armor,2167
Bicyclist walks bike down a tunnel that does n't allow cycling .,Who bikes somewhere?,yes,Bicyclist,appraisal,2697
"Wedding attendees dancing a song , before the bands starts .",How is someone dancing?,no,a little,a female manager,3725
Several uniformed people carrying pens and wearing white gloves are lined up in ranks and standing at attention .,What is someone carrying?,no,firearms,dog,2071
The woman in the brown shirt is watching the other woman dry her hands .,What is someone watching someone to do?,no,dry her hair,firearms,2255
A someone wearing a red shirt and a white and dark cap is standing underneath a canopy outside a building .,Who is wearing something?,no,A man,A woman,1341
A crowd is watching a group of people in orange shirts put on an exhibition of some sort .,Who is watching something?,no,everyone,A middle - aged man,3860
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who commit something?,no,male,A dog,4130
most are practicing as directed by a director .,Who is practicing?,no,Musicians,from,1893
"A middle - aged woman with a young , edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board .",Who is cutting up?,no,that,his nose,4204
"A black man wearing clothes popular in the late 60 's , has a left handed Fender Stratocaster , strapped on .",What was handed?,yes,Stratocaster,to be taking part in a religious Buddhist tradition,3116
Two from practicing MMA submission holds,Who holds something?,no,Two men,an audience,991
Two female tennis players showing great sportsmanship at a tennis match .,What did someone show?,yes,great sportsmanship,A older lady,803
"A man drinking a beer , is trying to remove a possum from a bar with a hand .",What is someone trying to do?,no,to remove a possum from a bar with a broom,A middle - aged man,3323
Two joggers on a tree lined path .,What was lined?,no,long,steps,3928
"A young boy is dressed in a blue helmet , sweater , jeans and sneakers looks like he is going to go zip lining .",Who is going?,no,kids,Two paddlers,3432
four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,Who is looking?,no,they,horn,2612
"A blond - haired boy sits in a fetal position on a pile of rocks , his finger on a crack in the rock .",Where does someone sit?,no,spot,side,3604
A shoe shiner waits for customers .,Who does something wait for?,no,them,navy shorts and t - shirt,418
A boy in a fuzzy goat holds a craw and looks at it .,What does someone hold?,yes,a craw,someone,1495
A woman wearing chef clothing stands proudly displaying intricately carved fruit- one a watermelon carved into stone and the other a pineapple with geometric shapes .,How is something carved?,no,into flowers,father,3771
"U.S. Marine dressing up a small child in flak and kevlar , showing them how to aim .",How is someone dressing up something?,yes,in flak and kevlar,suit,4213
A group of Asians are eating food with one passing another a napkin .,Where is someone eating?,no,outside,three,3477
"Two large men are dressed in black t - shirts , khaki bottoms , boots , and jewelry with them .",How is someone dressed?,no,"in black t - shirts , khaki bottoms , boots , and jewelry with hardware",A little child,2863
"One someone in a blue coat is doing an ice sculpture , while a second man dressed in tan is raking up ice shavings .",Who is raking up something?,no,a second man,an abstract elephant cartoon,395
A woman wearing shorts is feeding two llamas or alpacas in a while .,Where is someone feeding something?,no,in a field,A man,3441
A man is pouring water from a sifter onto a very colorful blanket .,What is someone pouring?,no,grain,a pink and white striped bib,4037
A man in a thick blue winter jacket shoveling snow in a winter field .,Where is something being shoveled?,no,in a winter blizzard,girl,2807
Brown - haired woman turning head fast making hair whip around .,Who is turning?,no,girl,in a glass display,1382
"A woman works on a piece of computer equipment , while surrounded by a variety of mechanical and computer equipment , in what appears to be some type of laboratory workroom .",What does someone work on?,no,paper,someone,30
"A that walks down the street , camera in hand , trying to find something worthy of a photo .",Who walks somewhere?,no,A tourist,girl,4355
Softball pitcher from,What is being softball?,no,pitcher pitching,talkie,577
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck .,Who is pulling something?,no,from,spectators,3672
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini bottle that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What sits somewhere?,no,a martini glass,they,3947
A woman painting a palace and the landscape .,Who painted something?,no,after,on a racetrack,1126
A platinum blond young woman wearing heavy makeup is carrying a pink clutch and talking on her mobile phone .,What is someone talking on?,no,radio,##ness,294
A woman jumps up to avoid a leak from a fermentation tank .,Who jumps somewhere?,no,they,at an expo,2410
"One man in a blue coat is doing an ice sculpture , while a second man dressed in tan is raking up ice shavings .",What is someone dressed in?,no,black,The woman,394
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter .,What is something surrounded by?,yes,fake flamingos,making,2195
This red - haired darling knows how to play those drums .,What does someone know?,no,games,from a large plant,3714
"Two young children , one in striped top , running down pathway surrounded by them .",What is something surrounded by?,no,ferns,they,485
"One man in a blue coat is doing an ice sculpture , while a second man dressed in black is raking up ice shavings .",How was someone dressed?,no,in tan,again,393
"Several young people adults sit around while a middle - eastern musician prepares to play keyboard , drums , violin and a mandolin .",Who plays something?,no,a middle - eastern band,a safety vest and hard hat,491
"A wall half covered in dirt along with an older two story house line a wet road , the only person on the road is a black wearing a red tank top , black shorts , and light blue sneakers , he 's running a race and sports the number 5003 .",What is something covered in?,no,ivy,a red sports shirt,4323
A man is using a wrench to fix the engine of his car while a blond girl helps him .,What is being fixt?,no,the wheel,woman,609
A person is using a dropper to disperse colored liquid into a clear beverage .,Why is someone using something?,no,area,someone,3958
Two children display a stone with dialect on it while people in the area are reading .,Who is reading?,no,people in the background,a red public bench,1815
"Several young people adults sit around while a middle - eastern band prepares to play keyboard , drums , violin and a mandolin .",What does someone prepare to do?,no,horn,that,490
"A woman works on a piece of computer equipment , while surrounded by a variety of mechanical and computer equipment , in what appears to be some type of laboratory workroom .",Who works?,no,often,One young boy,28
A group of people enjoying an evening on a boat .,What did someone enjoy?,no,an outing,male,1513
A Jewish family joins for dinner on a night to worship .,When does someone join for something?,no,on a sunday,school,2267
An African American girl who had just received a doll from a family who adopted her from the states .,What did someone adopt?,no,girl,A woman,1598
A man in a black coat walks past a red spaceship with a parking ticket stuck to its side .,What is something stuck to?,no,its window,Two children,923
A brown - haired woman wearing spectacles crafts jewelery by hand using a desk lamp .,What is being used?,no,machine,their wedding vows,3776
"Three ballerinas perform an arabesque on stage , while another participant looks on .",Where does someone perform something?,no,them,they,2370
A young girl wearing purple and black floral stretch pants is attaching her bike to a finch .,Who is wearing something?,no,A young brunette,away,3269
"A young man is looking for a ride on a country road , sitting on a grassy field with a large tree and mansion in the background .",What is someone sitting on?,no,hill,team,2846
Three people in an open outdoor area have just landed from a skydiving drip .,What has someone landed from?,no,team,child,2774
"A fisherman cutting bait aboard his boat , which is moored at the dock , while pelicans swim nearby .",Where is something moored?,no,beach,rhythm,3616
a man sits on a bench listing to his iPod,Who is listing to something?,no,from,shot,2376
A person is using a dropper to disperse colored liquid into a clear beverage .,What is someone using?,yes,a dropper,while,3957
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Who is burying something?,no,team,bottoms,3898
Looking through a vehicle 's windshield at a dog crossing the river .,What is something crossing?,no,the road,riflemen,1977
A man without a shirt runs through water spraying out of a large silver door .,Where is something spraying?,no,out of a large silver dome,they,1161
"A teenage girl in blue is holding a piece of paper that says , "" Dreams , "" with another person .",What says something?,no,metal,company,114
"A farm woman wearing blue waders , a pink shirt , and a straw hat is harvesting rice in a paddock .",What did someone wear?,yes,blue waders,body,3527
A grandpa and granddaughter are playing in the game .,What is someone playing in?,no,the backyard,people,3131
"Six people tend to various chores and responsibilities on board a sailing ship while it 's docked in a harbor ; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts , the other two men and the woman are dressed as pirate characters .",What does someone appear?,no,clothing,A man in a blue and white shirt,3550
"A man riding a four - wheel ATV in the dessert , kicking up sand in his wake .",Where is someone riding something?,no,corner,A blond - haired boy,370
"Young men and women sit at a wooden table on which several partially - drunk beverages have been placed ; the picture is interrupted by an outstretched hand , colored green in the odd light of the wood - paneled interior .",How is something interrupted?,no,palm,A baby,1030
"At an intersection , a man is pushing a cart loaded with boxes in front of a woman wearing brown boots .",What is loaded with something?,no,a gurney,his appointment,2825
"A man controlling a dog sled approaches another dog sled team in a narrow , snowy passageway between two sets of trees .",What is someone controlling?,yes,a dog sled,a chute,1957
Staff and youth sitting on the floor crafting posters .,Where is someone sitting?,no,wall,times,366
An older gentleman carving granite with a chisel .,What is someone carving something with?,yes,chisel,his negligent father,3016
A toddler wearing an Elmo t - shirt is standing in Santa 's sleigh .,What is someone standing in?,yes,sleigh,person,180
Beach goers look at a heart left in the sky by a sky doctor .,Who looks?,no,a sky writer,A young girl,1071
Students are waiting in a while to get the admission .,What is someone waiting in?,no,a queue,the preacher,1799
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution - Children , Good Humor .",Who wore something?,no,someone,food,1690
An African American girl who had just received a doll from a family who adopted her from the states .,Where did someone adopt someone?,no,world,building,1600
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who is pouring something?,no,someone,A woman in a red shoulder shrug and brown boots,4018
A team of players gather around a coach who welcomes them with appraisal .,What does someone welcome someone with?,yes,appraisal,a second man,3457
"Shoppers and walkers add vibrancy to the street on this pleasant , warm day in the city .",What does someone add?,yes,vibrancy,market,3353
The student observes a microscope slide through a microscope while trying to match what she does with images in her workbook .,What is being matched?,no,what she sees,after,2937
"A group of three individuals involved in an activity geared towards epilepsy , singing and performing for a group of people .",What was someone involved in?,no,an event,her agility,4261
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction .,What looks somewhere?,yes,germs,into a swimming pool,2314
"three young boys playing hear no song , speak no evil , see no evil",What is being seen?,no,no evil,wall,905
Two kids on wakeboards attempt to give one another a high - point .,What does someone attempt to do?,no,give one another a high - five,Oklahoma University 's Sooners football team,1021
A team of players gather around a person who welcomes them with appraisal .,What does someone gather into?,no,a coach,someone,3453
"A young man is looking for a ride on a country road , sitting on a grassy field with a large tree and mansion in the background .",Who is sitting somewhere?,no,girl,back,2844
"Several people dressed in blue , one is twirling a ribbon",How was someone dressed?,no,clothes,friends,1424
"A young boy wearing over - sized blue tank top and shorts , and a red and blue shirt , is looking through the viewfinder on a camera placed on a tripod .",What is looking?,no,"A young boy wearing over - sized blue tank top and shorts , and a red and blue cap",mouthpiece,1143
A woman and man look at a computer screen at an expo .,What does someone look at?,no,look,example,580
A newborn boy is lying in an incubator with many tubes attached .,How is someone lying somewhere?,no,there,A worker,2884
Blond like icing cupcakes at a cupcake sales table .,Who is icing something?,no,Blond woman,work,3093
"A man is squatting in front of a kiosk labeled "" PAY HERE "" ; a pickup truck is in the background .",Where is someone squatting?,yes,in front of a kiosk,wrestling,2503
A hair designer working during renovations .,When was someone working?,no,time,women,58
"A man drinking a beer , is trying to remove a possum from a bar with a broom .",Who is drinking something?,no,sometimes,tundra,3320
She runs across the shore as the photographer captures her agility .,Where does someone run?,no,river,pong,2390
A woman wearing chef clothing stands proudly displaying intricately carved fruit- one a watermelon carved into flowers and the other a pineapple with geometric shapes .,Who is displaying something?,no,others,An oriental florist,3764
A cute child is sitting on the rocks in a yellow frock .,Who is sitting somewhere?,no,girl,stage,2212
Three men in blue hard hats are on the tops of telephone poles working on the wires of one with a tall wedge topped skyscraper in the middle .,Where is something topped?,no,in the background,A barefoot man,239
A girl wearing a black bikini jumps into a large body of light while an inflatable zebra floats above her head .,What does something jump into?,no,a large body of water,people,4227
Couples and some dancing with numbers attached to them .,Who is dancing?,no,Couples and singles,A large black gorilla,553
"Three woman walk , in their hijab , alone in an area of Muslim denomination .",Where does someone walk?,yes,hijab,orange punch,2942
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Where was someone sitting?,no,stool,in the park,3890
Two young girls wrapped in holiday garland pose for the children .,What does someone pose for?,no,the camera,flowers and incense,2137
A girl is performing karate in front of them .,Where is someone performing something?,no,in front of people,on the accordion case,4307
Couples and singles dancing with numbers attached to them .,What is something attached to?,no,these,in front of a mirror,556
A man wearing a black suit is surrounded by many women inside a building with busts of people on the wall .,Who is someone surrounded by?,no,many people,room,49
A mam is pulling up leaves and dirt from along side a building with a blower .,What is someone pulling up?,no,water,door,3108
The white dog is drinking mountain dew in the snow .,Who is drinking something?,no,snow,the ball,2178
Two boys fooling around in pool with inflatable lifesavers,Where was someone fooling?,no,clubs,in the corner,564
Four powerboats racing across the sea .,What is racing?,yes,Four powerboats,everyone,2471
A group of children and their guardian walk on the water and eat ice cream .,Where does someone walk?,no,on the boardwalk,mountain dew,2465
A man checking the temperature of a lady with an ear thermometer .,How is someone checking something?,yes,with an ear thermometer,a two middle easterners,2685
A woothers and man walking down a street in an Asian locale .,Who is walking somewhere?,no,A woman and man,a breathing filter,3233
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building .,Who is spraying something?,no,crane,a director,3200
Ruggers are competing in a fierce game of rugby,Who is competing?,yes,Ruggers,A young man,1890
"The competitor lunges forward seeking the point , while the defender simply steps aside",How does someone step somewhere?,no,easily,hand,3829
woman and little girl wearing red in Asian area,What did someone wear?,no,clothes,fashion,1504
A woman with a red and orange apron makes paper - mache orbs while her friend leans into the frame .,What does something make?,yes,paper - mache orbs,neatly,1589
The nurse smiles as she gently rubs the tummy of the sleeping child .,Who smiles?,no,they,they,2782
they are waiting in a queue to get the admission .,Who gets something?,no,Students,from,1801
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is someone gazing?,no,wife,A group of individuals,3988
"Two men climb stairs , one of which is wearing a shirt that says "" nerd "" on this .",What does something say?,no,"nerd "" on it",up,2163
A girl wearing a white polka dotted pink bow in her mouth squeezes a bubble in front of her face .,What squeezes something?,no,A girl wearing a white polka dotted pink bow in her hair,on track,221
"A man stands in front of an easel , on which is painted the young woman standing in front of the ocean with a parasol .",Where does someone stand?,yes,easel,into a fire,538
A young man in an orange vest holding a shotgun displays a dead bird that he shot .,What did someone shot?,no,woman,An older man,1992
A man is pouring grain from a sifter onto a very colorful blanket .,What is someone pouring something from?,yes,a sifter,women,4039
A man in high rubber boots and a plaid shirt is pushing a broom over the mossy blacktop .,Where is something being pushed?,yes,blacktop,seeking the point,276
Three children play together and act like celebrities with their props .,Who plays?,no,they,onlookers,1640
Oklahoma University 's Sooners football were playing against a rival .,Who was playing?,no,Oklahoma University 's Sooners football team,a skier,1541
Two male Asian preteens giving the peace sign to the camera,What did someone give something to?,no,group,ivy,2918
One young girl is braiding colored cord into another girls hair .,Who is braiding something?,no,woman,right,2796
"A man drinking a beer , is trying to remove a possum from a bar with a broom .",Who is trying to do something?,no,sometimes,shirt,3322
A man in a purple light adding sugar to a bowl of orange mush .,Who adds something?,no,A man in a purple shirt,face,1299
Person carrying a bunch stuff in a shoulder sac walking along a sidewalk .,Who is walking somewhere?,no,like,there,1778
A woman wearing headphones enjoys her coffee while writing on a notepad .,Who is wearing something?,no,that,a bare tree,3138
A woman in a psychic readings shop reads a customer 's palm while other women wait .,What does someone read?,no,mind,person,3334
A grocery store checkout where a checker is counting out change .,What is counting up something?,yes,checkout,ready,2728
A man with curly hair and glasses tries to tug a large rope on a boat to no avail .,Who tries to do something?,no,eyes,hair,1290
People watching air jets in a big event .,Who is watching something?,no,after,in a canal,2230
Two gondolas passing in a canal .,What is something passing in?,no,park,hand,386
"Two they are walking down a dirt road with guns , as one carries a dead animal from hunting .",Who is walking somewhere?,no,Two men,they,1207
"A group of people are sitting and standing holding a banner that says , "" WE ARE DEMANDING . """,How is someone standing?,no,holding a banner that stays,swim goggles,1061
A man climbing an icy mountain with the assistance of a pick .,What is someone climbing?,no,an icy glacier,fedora,1469
A church choir is performing a Christmas carol while a projector in the corner displays the lyrics .,Where does something display something?,no,in the background,""" Do nt tax me bro ! """,407
Grandparents watching their daughter and great grandchild with adornment .,How is someone being watched?,yes,adornment,a white sack,1772
A lady adventurer with snowshoes is taking a break in a snow covered area and checking her phone .,Who is checking something?,no,someone,from,3632
"An aerial view is on the top of two women , one older , one younger , who seem to be making something to eat at a public market .",What does someone seem to do?,no,be making something to eat at a public showcase,them,1079
An older male with his nipples peirced stands shirtless .,Who was peirced?,no,An older man,A child,1731
A lab technician looking at a slide under a high - powered microscope .,What is someone looking at?,no,page,from,3778
"A dressed in a University of New Hampshire t - shirt prepares to make smores with tinfoil , Hershey 's chocolate , graham crackers and marshmallows .",Who makes something?,no,A man,A samurai warrior in full black dress,1835
A group of older people are sitting in a pub playing various instruments .,Who is sitting somewhere?,no,students,often,826
A woman painting a palace and the others .,What did someone paint?,no,a palace and the landscape,cowgirl,1127
A caucasian man wearing a short - sleeved black shirt and a dark - skinned woman wearing a sleeveless dress are working at a conveyor .,Where is someone working?,yes,conveyor,guys,914
A child riding a bike in an interview with an overview of a body of water .,Where is someone riding something?,no,in an area,elegant columns,3083
Two elderly men are building a stone cottage wall in front of a blue cottage .,Who is building something?,no,they,A guy,1868
A woman holding a woman in a small bathroom ; another woman is right outside the door speaking with her .,What is someone holding?,no,a broom,a black suit,97
Three men repairing the streets by means of manual labor .,Who is repairing something?,no,from,Obama,2590
a sign telling you to accept jesus as your savior .,What is someone accepted by?,no,father,A small white and tan dog,678
members wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Who is wearing something?,no,Athletes,people,4103
An upset woman with her makeup streaming down her face from her tears .,Where is something streaming?,no,eyes,each,1254
Businesswoothers and man speaking together in front of awaiting army personnel .,Who is awaiting someone?,no,Businesswoman and man,other children,257
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood .,Who wore something?,no,girl,A lab technician,2404
"A man drinking a water , is trying to remove a possum from a bar with a broom .",What is someone drinking?,no,a beer,women,3321
Cops asking a tow truck man some time .,What is someone asked?,no,some questions,next to two children,155
Two teenage girls hold a hand referring to periods as they smile .,What is referring to something?,no,a card,clippings,2057
Some colorful riflemen are walking in a movie .,Where is someone walking?,no,in a parade,in green lounge chairs,3377
Celebrating St. Patrick 's Day at 2:10 pm & an police officer is going inside a room .,When is something being celebrated?,no,time,to catch a tennis ball,2742
A man in a purple shirt adding sugar to a bowl of orange mush .,Who is adding something?,no,someone,an elderly man,1298
"Shoppers and walkers add vibrancy to the street on this pleasant , warm day in the city .",When does someone add something?,no,world,they,3356
"A young person , wears red sandals , black pants and a blue shirt , his head and face covered with a checked scarf and carrying a rocket launcher .",What is covered with something?,no,shoulders,shallots,870
Bicyclist walks bike down a tunnel that does n't allow cycling .,Who walks something?,yes,Bicyclist,a somewhat reddish hue,2694
"Two girls in white sitting next to man in tan shirt , with two boys who are facing away from camera , all sitting around a table with blue top and blue and white dinnerware .",Where is someone sitting?,no,hair,voice,280
"A young boy and girl wearing coats , hats , and boots are at the table looking at something that they found .",Where did someone found something?,no,at the beach,voice,2025
A little girl is reading a storybook on a flowered sofa .,What is flowered?,no,tree,A person with gray hair,518
"A smiling , bare chested Oriental male wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who wears something?,no,"A smiling , bare chested Oriental man",a sidekick,4123
"Musician sitting on the ground plays his guitar as crowds of people walk around him disregarding the sign in his case which states "" tell me why my music sucks "" .",When does someone play something?,no,while,even,2652
"A man walks through a clearing and carries a rifle along his back , casually holding it by the muzzle .",What is something held by?,no,hand,to fix the wheel of his car,3756
A woman wearing shorts is feeding two llamas or alpacas in a field .,What is someone feeding?,yes,alpacas,someone,3440
Three construction workers stand over a job site wearing ragged and tattered clothing while a man and woman pass behind each and a large pill of dirt and debris sit in front .,Where does someone pass?,no,behind them,face,503
"A man in a black shirt , covered in paintball splatter , makes a face .",What does something make?,no,noise,like,1912
"There is a man wearing construction gear , standing next to a bulldozer that is picking up rubble and debris .",Who is standing somewhere?,no,girl,love,36
A person is reaching out of a window in a high rise to pull on a rope pulley .,Why is someone reaching somewhere?,yes,pulley,A man,90
The string quintet plays for an audience .,What plays for something?,no,##er,before assembly is completed,1098
four men are looking at a motor on the back of a wooden boat .,What is someone looking at?,no,look,black and brown,2452
Two many on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is facing someone?,no,Two men,often,3813
A peephole looking through at a person in a blue jumpsuit working,Who is something looking through?,no,a man,on a grassy lawn,631
A woman puts some dishes away in the cupboard .,Where does someone put something?,no,room,in the lead of the pack,1660
"A brunette still in her early twenties wearing modern , rectangular glasses with black rims , points at some faintly visible scribbling on what looks like either a dry - erase board or a museum display of children 's scribbles .",Who points?,no,A brunette female,in a disturbing portrayal of the last moments before he will commit suicide,355
A worker dressed in orange overall sprays off an ocean side road with high pressure water .,How was someone dressed?,no,pants,people in the background,4296
A recently adopted mixed breed medium sized dog bounds happily around the yard .,Where does something bound?,no,world,hand,1622
A crowd is watching a group of people in orange shirts put on an expression of some sort .,What did someone put on?,no,an exhibition,ready,3863
A man in a yellow jacket stands in front of a yellow hutch .,Who stands somewhere?,no,someone,there,2604
A construction worker pulls a whaler .,Who pulls something?,no,team,team,2860
a they wearing ear defenders is shooting a pistol at a white target .,Who is wearing something?,no,a man,song,2343
The man is comfortable sleeping knowing his chickens will sound the alarm .,Who is sleeping?,no,that,with stars hanging from buildings,1372
a blond child on a horse riding uniform carrying a teddy bear riding a donkey or pony .,What is someone carrying?,no,child,The man,2462
A someone wearing a red shirt and a white and dark cap is standing underneath a canopy outside a building .,Who is standing somewhere?,no,A man,a pump,1343
A man in plaid strums and guitar while singing into a microphone in stage .,Where was someone singing?,no,stage,a potential client,3160
"a little kids sitting outside on a colored paisley blanket wearing a yellow shirt , matching flowered pants , and holding a white hat .",Who was sitting?,no,a little girl,game,2493
"The mother is in the kitchen cleaning , she has her cleaning light on .",What is being cleaned?,no,clothes,people,1313
"A stout , elderly man wearing a red checkered shirt , black shorts , sandals , and a green cap casts his line over a balustrade into murky waters , while several others in the background do the same .",Where does something cast something?,yes,balustrade,against,2894
"A wall half covered in ivy along with an older two story house line a wet road , the only person on the road is a black wearing a red tank top , black shorts , and light blue sneakers , he 's running a race and sports the number 5003 .",How is something covered?,no,dirt,place,4322
A man is smiling as he presents a playbill or pamphlet to photographer .,When is someone smiled?,no,them,volcanoes,2990
Musicians are practicing as directed by a director .,Who is directed?,no,most,A large group of people,1896
"A young boy is dressed in a blue helmet , sweater , jeans and what looks like he is going to go zip lining .",What is someone dressed in?,no,"a blue helmet , sweater , jeans and sneakers",a black tassel,3429
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,Who is playing something?,no,someone,in tan shirt,3496
A girl with blond - girl is playing darts .,Who is playing something?,no,A girl with blond - hair,they,2875
"The terminal is nearly empty , only a few that are there getting to their destination .",Who is getting somewhere?,no,only a few people,bib,2839
A showman serenades his guests at a Hawaiian wedding .,Where does someone serenade someone?,no,at a Hawaiian resort,child,3351
